тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
категория,2,Критерии (Интеграции),"Интеграционные возможности ITAM определяют его способность обмениваться данными с другими системами enterprise-ландшафта. Без интеграций ITAM превращается в изолированный реестр, данные которого быстро устаревают и не поддерживают downstream-процессы.","ITAM интегрируется с шестью ключевыми классами систем: ITSM (обогащение тикетов контекстом активов, обратная связь об инцидентах), HR (автоматическое назначение владельцев, onboarding/offboarding), ERP (финансовые данные, бухгалтерский учёт), Procurement (закупки, контракты, гарантии), Discovery (актуализация инвентаря), Security (выявление уязвимостей, shadow IT). Интеграции реализуются через REST API, webhooks, ETL-процессы и преднастроенные коннекторы.","Каждая интеграция добавляет измеримую ценность: связь с ITSM сокращает MTTR на 25–40%, связь с ERP обеспечивает точность финансовой отчётности, связь с HR автоматизирует 80% назначений владельцев, связь с Discovery поддерживает актуальность инвентаря на уровне > 95%. Организации без интегрированного ITAM тратят в 3–5 раз больше времени на подготовку управленческой отчётности."
функция,2,"ITSM-платформы (ServiceNow, Freshservice)","Интеграция с ITSM — критически важная связь, обеспечивающая обмен данными между управлением активами и управлением ИТ-услугами. ITAM предоставляет ITSM контекст активов для инцидентов и изменений, а ITSM возвращает данные об эксплуатации и событиях жизненного цикла.","Интеграция реализуется через REST API ITSM-платформы: ServiceNow (Table API, CMDB API), Freshservice (Asset API, Ticket API), Jira Service Management (Assets API). Обмен включает: передачу CI-атрибутов из ITAM в CMDB ITSM, создание тикетов при событиях ЖЦ (гарантия истекает, лицензия заканчивается), получение данных об инцидентах для расчёта стоимости обслуживания, обновление статусов активов при изменениях.","При инциденте на сервере интеграция ITAM?ITSM позволяет Service Desk мгновенно видеть стоимость актива, гарантийный статус и владельца — и принять обоснованное решение за минуты вместо часов сбора информации. Это сокращает среднее время разрешения инцидента (MTTR) на 25–40% и повышает качество решений."
функция,2,HR-системы (для onboarding/offboarding),"Интеграция с HR-системами обеспечивает автоматическое назначение владельцев активов, отслеживание перемещений сотрудников (mover) и корректный возврат активов при увольнении (leaver). Это одна из самых востребованных интеграций для крупных организаций.","Подключение к HRM/HRIS (Workday, SAP SuccessFactors, 1С:ЗУП) через API или файловый обмен. Обрабатываются события JML (Joiner/Mover/Leaver): приём сотрудника — инициирует workflow выдачи оборудования и лицензий; перевод — запускает переназначение активов и обновление прав доступа; увольнение — создаёт задачи на возврат оборудования, отзыв лицензий и блокировку доступа.","В организации с 10 000 сотрудниками ежемесячно происходит 300–500 HR-событий. Ручная обработка каждого события занимает 30–60 минут. Автоматизация через интеграцию HR?ITAM сокращает это время до 5–10 минут, исключает ошибки назначения и гарантирует, что активы уволенных сотрудников возвращаются в инвентарь в течение 24 часов."
функция,2,ERP-системы,"Интеграция с ERP обеспечивает связь между техническим инвентарём и корпоративной финансовой учётной системой. Это единственный источник достоверных данных о стоимости актива, амортизации и праве собственности.","Синхронизация выполняется с ERP-системами (SAP, Oracle, 1С, Microsoft Dynamics) через API, IDoc, OData или ETL. Обмен включает: получение данных о закупках (PO, invoice, стоимость), синхронизацию амортизационных проводок, передачу данных о списании при утилизации, получение бюджетных лимитов и статей затрат. Каждый CI в ITAM получает financial context из ERP: cost center, балансовую стоимость, срок амортизации.","Без интеграции с ERP техническая и финансовая картина расходятся: актив числится в инвентаре, но отсутствует в бухгалтерии, или наоборот — списан физически, но продолжает амортизироваться. Такие расхождения встречаются в 20–30% записей в незрелых организациях и приводят к искажению баланса и необоснованным налоговым последствиям."
функция,2,Procurement-системы,"Интеграция с procurement-системами автоматизирует передачу данных о закупках в ITAM, обеспечивая мгновенное создание CI при получении оборудования и контроль выполнения заказов по всему жизненному циклу.","Подключение к системам закупок (Coupa, Ariba, Zycus, 1С:Управление закупками) через API или интеграционную шину. Передаются: номер заказа (PO), поставщик, спецификации, количество, стоимость единицы, гарантийные условия, ожидаемая дата поставки. При подтверждении доставки в procurement ITAM автоматически создаёт CI со статусом «получен» и инициирует workflow развёртывания.","Ручной ввод данных о закупках в ITAM создаёт задержку 3–7 дней между получением оборудования и его регистрацией, в течение которых актив не учитывается ни в инвентаре, ни в финансах. Автоматическая интеграция сокращает этот разрыв до нескольких часов и исключает ошибки ручного ввода, которые встречаются в 10–15% записей."
функция,2,Discovery-инструменты,"Интеграция с Discovery-инструментами — обратная связь от сенсорного слоя к ITAM, обеспечивающая непрерывную актуализацию инвентарных данных. Discovery предоставляет фактическое состояние инфраструктуры, которое ITAM сравнивает с учётными данными.","ITAM получает нормализованные CI от Discovery-систем ( Lansweeper, ServiceNow Discovery, Microsoft SCCM, Flexera, Tanium) через API или интеграционный слой (z-norm). Обмен включает: получение данных о новых устройствах, обновление атрибутов существующих CI, выявление устройств, отсутствующих в учёте (shadow IT), получение данных об изменении конфигураций. Reconciliation engine сопоставляет обнаруженные активы с учётными записями.","Организации без интеграции Discovery?ITAM имеют расхождение между учётными данными и фактической инфраструктурой в 20–40% в течение года после инвентаризации. Это означает, что каждый четвёртый актив в реестре может быть уже не существовать, а каждый пятый реальный актив — отсутствовать в учёте. Автоматическая синхронизация поддерживает точность > 95%."
категория,2,Критерии (Масштабируемость),"Масштабируемость ITAM определяет способность системы эффективно функционировать при росте инфраструктуры: увеличении числа активов, расширении географии, внедрении новых технологий и переходе на гибридные и мультиклаудные архитектуры.","Масштабируемость оценивается по нескольким измерениям: горизонтальное (количество активов — от тысяч до миллионов CI), географическое (поддержка мультирегиональных развёртываний с локальными требованиями), технологическое (поддержка новых типов активов: IoT, контейнеры, serverless), функциональное (возможность добавления модулей без перестроения ядра). Критичны производительность API, возможность шардирования CMDB и поддержка распределённых Discovery-коллекторов.","Организация, растущая на 20–30% в год по числу активов, через 3–5 лет может столкнуться с необходимостью полной замены ITAM-платформы, если первоначальный выбор не учитывал масштабируемость. Инвестиции в масштабируемую архитектуру с самого начала сокращают совокупную стоимость владения системой на 30–40% на горизонте 5 лет."
функция,2,Поддержка роста инфраструктуры,Функция горизонтального масштабирования обеспечивает сохранение производительности ITAM при линейном и экспоненциальном росте числа активов. Критична для организаций с агрессивными планами расширения или частыми M&A-сделками.,"ITAM-платформа должна поддерживать: распределённую архитектуру хранения (шардирование CMDB по типам CI или географическим регионам), горизонтально масштабируемые Discovery-коллекторы, оптимизированные запросы для работы с 500 000+ CI (время отклика < 2 сек), параллельную обработку импортов и reconciliation. Важна возможность добавления вычислительных ресурсов без остановки системы.","После поглощения другой компании организация может столкнуться с необходимостью учесть 50 000+ новых активов за 30–60 дней. Платформа без горизонтальной масштабируемости не справляется с такой нагрузкой, что блокирует интеграцию приобретённого актива и отсрочивает получение синергий от сделки на месяцы."
функция,2,Гибридные и мультicloud-окружения,"Поддержка гибридных и мультиклаудных сред обеспечивает единый учёт активов, распределённых между on-premise инфраструктурой и несколькими облачными провайдерами. Без этой функции каждое облако становится отдельным «островком» данных.","ITAM интегрируется с API нескольких облачных провайдеров одновременно (AWS + Azure + GCP + private cloud), нормализуя данные в единую модель CI. Поддерживается: учёт гибридных связей (on-premise VM ? облачная VM в паре DR), консолидация затрат из всех облаков, единые политики тегирования, сравнительный анализ стоимости размещения workload в разных средах.","83% крупных организаций используют мультиклаудную стратегию. Без единого учёта облачные затраты становятся неконтролируемыми: команды закупают ресурсы в разных облаках без согласования, дублируют инфраструктуру и упускают возможности volume discounts. Единый ITAM для мультиклауда возвращает контроль и прозрачность."
функция,1,Глобальное развёртывание,"Поддержка глобального развёртывания ITAM обеспечивает единый учёт активов в организациях с географически распределённой инфраструктурой, включая филиалы, дата-центры и удалённых сотрудников в разных странах.","Требования к глобальному развёртыванию: мультирегиональная архитектура (репликация CMDB между регионами с единым golden record), локализация интерфейса (многоязычность), поддержка различных валют и методов амортизации, соответствие локальным требованиям (GDPR в ЕС, закон о персональных данных в РФ), интеграция с локальными системами закупок и каталогами поставщиков, offline-возможности для филиалов с нестабильной связью.","Глобальные организации с инфраструктурой в 20+ странах сталкиваются с фрагментацией учёта: каждый регион ведёт собственные реестры в Excel, использует локальных поставщиков и не интегрирован с центральной финансовой службой. Единая глобальная ITAM-платформа обеспечивает consolidated view, позволяя CFO видеть полную картину ИТ-активов и затрат по всем регионам за минуты вместо недель сбора данных."
категория,2,Критерии (Аналитика),"Аналитический модуль ITAM преобразует инвентарные данные в управленческие инсайты, поддерживающие data-driven decisions. Включает отслеживание использования активов, анализ стоимости жизненного цикла, выявление оптимизационных возможностей и прогнозирование потребностей.","Аналитика строится на агрегации данных из всех модулей ITAM: инвентаря, финансов, лицензий, ЖЦ, инцидентов. Поддерживаются: расчёт utilization rates по активам и лицензиям, анализ lifecycle costs, identification stranded assets (неиспользуемые активы с ненулевой стоимостью), predictive analytics для прогнозирования потребностей в замене и закупках. Данные экспортируются в BI/DWH для построения executive dashboards.","Без аналитики ITAM превращается в «кладбище данных» — реестр, который хранит информацию, но не помогает принимать решения. Организации с развитой аналитикой выявляют 15–25% неэффективных затрат и формируют обоснованный IT-бюджет на основе фактических данных, а не экспертных оценок."
функция,2,Использование активов и utilization rates,"Отслеживание интенсивности использования активов — ключевая аналитическая функция, выявляющая неэффективное распределение ресурсов. Показывает, насколько полно используются потенциалы оборудования, лицензий и облачных ресурсов.","Utilization rates рассчитываются по нескольким метрикам: для серверов — средняя загрузка CPU/RAM/диска за период, для рабочих мест — частота использования и количество запущенных приложений, для лицензий — ratio активных пользоватей к закупленным, для облачных ресурсов — потребление относительно выделенных лимитов. Данные поступают из monitoring-систем, agent-based metering и облачных billing API.","Типичное значение utilization для серверов в on-premise дата-центрах — 15–25%. Это означает, что 75–85% вычислительных мощностей простаивают, продолжая потреблять электроэнергию и амортизироваться. Выявление underutilized assets позволяет консолидировать workload, высвободить оборудование и сократить затраты на 20–30%."
функция,2,Lifecycle costs,"Анализ стоимости жизненного цикла — функция, отслеживающая накопленные затраты на каждом этапе существования актива: от закупки до утилизации. Позволяет сравнивать фактические затраты с бюджетом и выявлять наиболее «дорогие» категории активов.","Lifecycle costs агрегируют данные из ITAM, ITSM и ERP: стоимость закупки (CapEx), накопленная амортизация, затраты на обслуживание и ремонт (из тикетов ITSM), стоимость простоев (рассчитывается по SLA и критичности сервиса), энергопотребление, стоимость лицензий. Данные представляются в разрезе: по типам активов, по подразделениям, по проектам, по временным периодам.","Анализ lifecycle costs часто выявляет, что 20% категорий активов генерируют 60% затрат на обслуживание. Эта информация позволяет сфокусировать оптимизационные усилия на наиболее «дорогих» категориях: заменить устаревшее оборудование с высокой стоимостью поддержки, пересмотреть лицензионные соглашения, оптимизировать облачные конфигурации."
функция,2,Оптимизационные возможности,"Выявление оптимизационных возможностей — проактивная аналитическая функция, формирующая конкретные рекомендации по сокращению затрат и повышению эффективности использования активов на основе анализа инвентарных данных.","ITAM анализирует: stranded assets (неиспользуемые активы с ненулевой стоимостью), underutilized resources (загрузка < 30%), duplicate applications (дублирующий функционал в разных продуктах), warranty gaps (оборудование без гарантии), license overages (избыточные лицензии), cloud rightsizing opportunities (избыточные конфигурации VM). Формируются приоритизированные рекомендации с оценкой потенциальной экономии.","Каждая выявленная оптимизационная возможность имеет конкретное выражение в деньгах: списание 100 неиспользуемых серверов экономит $200 000–400 000 ежегодно, отказ от 200 неиспользуемых лицензий Office 365 E5 в пользу E3 экономит $72 000 в год, rightsizing облачных VM сокращает счета на 15–25%. Совокупный эффект оптимизации в крупной организации достигает 15–30% годового ИТ-бюджета."
функция,2,Прогнозирование потребностей,"Предиктивная аналитика жизненного цикла активов позволяет прогнозировать будущие потребности в закупках, замене и лицензиях на основе текущих данных, трендов и планов бизнеса. Переводит ITAM из реактивного режима в proactive planning.","Прогнозирование использует: данные об остаточной стоимости и сроках амортизации, тренды роста инфраструктуры, планы найма сотрудников (из HRM), графики renewal лицензий и гарантий, исторические данные об отказах оборудования (MTBF). Строятся прогнозы: план замены оборудования (refresh schedule), прогноз закупок лицензий, планирование ёмкости дата-центра, бюджет на обслуживание.","Прогнозирование позволяет заблаговременно (за 3–6 месяцев) планировать крупные закупки, согласовывать бюджет и проводить тендеры без срочности. Организации с предиктивной аналитикой сокращают незапланированные затраты на 20–30% и получают лучшие условия от поставщиков за счёт заблаговременных переговоров."
категория,1,Критерии (Безопасность),"Безопасностный аспект ITAM охватывает защиту данных об активах, выявление устаревшего и неподдерживаемого оборудования, интеграцию с security-инструментами и обеспечение compliance с требованиями к контролю доступа и аудиту операций с активами.","Security-функции ITAM включают: контроль доступа к данным об активах (role-based access control, RBAC), аудит всех операций с активами (кто, когда, что изменил), выявление активов с истёкшим сроком поддержки (EOL/EOS), интеграцию с vulnerability management для приоритизации уязвимых активов, обнаружение shadow IT и unmanaged assets, обеспечение безопасной утилизации с подтверждением уничтожения данных.","Неучтённые активы — один из главных источников рисков информационной безопасности: устаревшее ПО без патчей, оборудование без антивируса, несанкционированные устройства в сети. ITAM как единый источник правды об активах обеспечивает foundation для всех security-процессов: невозможно защитить то, что не учтено."
функция,2,Выявление устаревших/неподдерживаемых активов,"Выявление активов, достигших end-of-life (EOL) или end-of-support (EOS), — критическая security-функция. Оборудование и ПО без поддержки производителя не получают обновления безопасности, что делает их уязвимыми для эксплуатации.","ITAM обогащает данные об активах информацией о EOL/EOS статусах через интеграцию с вендорскими базами данных (Microsoft Lifecycle, Cisco EOL, Oracle Lifetime Support), внешними справочниками и CVE-базами. Для каждого актива определяется: текущий статус поддержки, дата окончания поддержки, наличие расширенной поддержки, рекомендуемая замена. Генерируются алерты за 6–12 месяцев до EOL.","Активы с истёкшим сроком поддержки составляют в среднем 15–25% инфраструктуры в незрелых организациях. Каждый такой актив — это потенциальная точка компрометации, для которой не существует патчей. Выявление и планирование замены EOL-активов сокращает поверхность атаки и обеспечивает compliance с требованиями регуляторов (PCI DSS, HIPAA, SOX)."
функция,1,Интеграция с security tools,Интеграция ITAM с security-инструментами обеспечивает обогащение security-событий контекстом активов и обратную передачу рисковых меток из security-систем в CMDB. Эта двунаправленная связь повышает эффективность обеих систем.,"Интеграции реализуются с: Vulnerability Management (передача инвентаря для сканирования, получение данных об уязвимостях с привязкой к CI), SIEM (обогащение alerts контекстом актива — владелец, критичность, местоположение), EDR (сопоставление endpoint-инцидентов с учётными записями активов), DLP (определение scope защиты на основе инвентаря). Обмен данными выполняется через REST API и интеграционную шину.",Security без контекста активов генерирует тысячи необработанных alerts: каждый alert представляет собой абстрактный IP-адрес без информации о критичности актива и его владельце. Интеграция ITAM?Security сокращает среднее время реагирования на инцидент с недель до часов за счёт приоритизации по критичности бизнес-сервисов.
функция,1,Контроль доступа к данным об активах,"Управление доступом к данным ITAM обеспечивает конфиденциальность чувствительной информации: стоимость активов, лицензионные параметры, местоположение, владельцы. Не все роли в организации должны иметь доступ ко всем данным.","Реализуется через RBAC (Role-Based Access Control) с разграничением по ролям: администратор ITAM (полный доступ), менеджер актива (доступ к своим активам), финансовый аналитик (доступ к стоимостным данным без технических деталей), аудитор (только чтение), конечный пользователь (только свои устройства). Поддерживается разграничение по оргструктуре (доступ только к активам своего подразделения) и по географии.","Данные об активах содержат конфиденциальную информацию: стоимость инфраструктуры, расположение критичных систем, привилегированные учётные записи. Утечка этой информации может быть использована для планирования целевой атаки. RBAC минимизирует поверхность утечки и обеспечивает compliance с требованиями segregation of duties."
функция,1,Аудит действий с активами,"Аудитный trail фиксирует все операции, выполненные с активами: создание, изменение атрибутов, перемещение, изменение статуса, удаление. Аудит необходим для расследований, compliance и обеспечения подотчётности (accountability).","Журнал аудита фиксирует: идентификатор операции, тип операции (CRUD), timestamp, пользователя, IP-адрес, изменённые атрибуты (старые и новые значения), обоснование изменения. Данные хранятся в неизменяемом виде (WORM — Write Once Read Many) с защитой от подмены. Срок хранения — не менее 12 месяцев, для финансовых операций — не менее 5 лет.","При расследовании инцидента или финансовом аудите возможность отследить, кто и когда изменил данные об активе, является критически важной. Непрерывный аудит trail сокращает время расследования с недель до часов, обеспечивает доказательную базу для дисциплинарных мер и защищает от мошенничества с активами."
Итого (категории),,Итого,,,
