тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
категория,2,Критерии (ITSM integration),"Интеграция CMDB с ITSM (IT Service Management) превращает пассивный репозиторий данных в операционный инструмент, обеспечивая привязку инцидентов, изменений, проблем и запросов к конкретным CI. Это позволяет определять затронутые сервисы при инцидентах, оценивать риски изменений, коррелировать проблемы и связывать Service Catalog с реальной инфраструктурой.","Интеграция реализуется через REST API, webhook'и, middleware (ESB, iPaaS) или native connectors. Ключевые интеграционные точки: Incident Management (привязка инцидентов к CI, автоматический расчёт затронутых сервисов), Change Management (impact analysis перед изменением, проверка конфликтов), Problem Management (корреляция проблем с known errors и CI), Service Catalog (связь сервисов с инфраструктурой, automatic provisioning). Двунаправленный поток: CMDB предоставляет CI-контекст в ITSM, ITSM передаёт события жизненного цикла в CMDB.",Интеграция CMDB с ITSM сокращает MTTR на 30–50% за счёт автоматического определения затронутых сервисов и маршрутизации. Успешность плановых изменений повышается с 65% до 85–90% благодаря предварительному impact analysis. Это обеспечивает прозрачность связи между ИТ-операциями и бизнес-сервисами.
функция,2,Incident Management (связь инцидентов с CI),"Привязка инцидентов к конфигурационным единицам обеспечивает контекст для расследования, позволяет определить затронутые сервисы и автоматически маршрутизировать заявки.","При регистрации инцидента система ITSM автоматически связывает его с CI через: выбор из CMDB, автоматическое определение по источнику алерта (monitoring tool), связь с сервисом (affected service). Dependency graph определяет все downstream-сервисы. Интеграция с Service Desk позволяет отображать статус затронутых сервисов пользователям. Исторические данные об инцидентах на CI используются для расчёта stability metrics (MTBF, MTTR).","Инциденты без привязки к CI требуют 20–40 минут дополнительного времени на определение контекста. Автоматическая связь сокращает это время до минут, обеспечивает правильную маршрутизацию и позволяет выявлять хронически проблемные активы для планирования замены."
функция,2,Change Management (impact analysis перед изменением),Интеграция с Change Management обеспечивает предварительный анализ влияния запланированных изменений на основе данных CMDB перед принятием решения CAB.,"При создании Change Request система автоматически: определяет CI, затронутые изменением (через связанные CIs или affected services), рассчитывает blast radius через dependency graph, проверяет конфликты с другими запланированными изменениями (change collision detection), анализирует maintenance windows для затронутых сервисов, проверяет наличие необходимых approvals для критичных CI. Результат формирует risk assessment report для CAB.","30–50% сервисных нарушений вызваны плановыми изменениями. Impact analysis перед изменением сокращает этот показатель до < 10%, предотвращая миллионы в затратах на простои. Автоматизация ускоряет процесс CAB на 40–60%."
функция,1,Problem Management (корреляция с known errors),"Интеграция с Problem Management позволяет коррелировать инциденты и проблемы с known errors в CMDB, ускоряя диагностику и применение workaround'ов.","При регистрации проблемы система анализирует CI, связанные с инцидентами, и ищет совпадения с known error database (KEDB). Если CI уже связан с known error, система предлагает workaround или permanent solution. Корреляция инцидентов по общим CI выявляет systemic problems (повторяющиеся сбои одного компонента). Интеграция с knowledge base обеспечивает быстрый доступ к решениям.",Known error matching сокращает время диагностики проблем на 30–50%. Это высвобождает инженеров для работы над permanent solutions вместо повторного расследования известных проблем.
функция,1,Service Catalog (связь сервисов и CI),"Интеграция с Service Catalog связывает каталог ИТ-услуг с реальной инфраструктурой, обеспечивая понимание того, какие ресурсы требуются для предоставления каждой услуги.","Каждый элемент Service Catalog привязывается к CI через service mapping. При заказе услуги система автоматически определяет необходимые ресурсы: серверы, лицензии, сетевые сегменты, storage. Интеграция с Service Request Management позволяет автоматизировать provisioning (auto-fulfillment) на основе шаблонов, связанных с CI. CMDB обеспечивает актуальность данных о доступности ресурсов.","Связь Service Catalog с CMDB обеспечивает точное планирование ресурсов при заказе услуг и исключает ситуации, когда услуга заказана, но инфраструктурные мощности исчерпаны. Это сокращает время предоставления услуг на 30–50% и повышает точность capacity planning."
категория,2,Критерии (ITOM integration),"Интеграция CMDB с ITOM (IT Operations Management) обеспечивает двунаправленный обмен данными между CMDB и операционными инструментами: monitoring, discovery, event management, AIOps. Monitoring-инструменты используют CMDB как источник конфигурационного контекста для алертов, а CMDB получает operational data для обогащения CI (состояние, health, performance). Это ключевое условие для эволюции от reactive к proactive и predictive operations.","Интеграция охватывает: monitoring tools (SNMP, syslog, API для получения состояния CI), discovery tools (автоматическое обнаружение и обновление CI), event management (корреляция событий с CI, event enrichment), AIOps platforms (ML-корреляция событий, anomaly detection на основе CMDB-контекста). Двунаправленный поток: CMDB ? ITOM (списки CI, классификация, владельцы) и ITOM ? CMDB (health status, relationships, discovered attributes).","Интеграция CMDB с ITOM повышает точность мониторинга на 40–60% за счёт конфигурационного контекста. Это сокращает ложные срабатывания на 50%, ускоряет root cause analysis и обеспечивает основу для AIOps — предиктивной аналитики, предупреждающей сбои до их возникновения."
функция,2,"Monitoring tools (SNMP, syslog, API)",Интеграция с инструментами мониторинга обеспечивает получение operational данных о состоянии CI и обогащение алертов конфигурационным контекстом.,"CMDB получает данные о состоянии CI через: SNMP traps и polling (сетевые устройства), syslog (события безопасности и ошибки), REST API (Zabbix, Nagios, Prometheus, Datadog), agent-based monitoring (CPU, memory, disk, process metrics). Двунаправленный поток: CMDB предоставляет список CI и их атрибуты для настройки мониторинга, monitoring tools передают health status, alerts, performance metrics обратно в CMDB. Интеграция обеспечивает enrichment алертов: при срабатывании алерта система отображает CI-контекст (владельца, зависимости, критичность).","Алерты без CI-контекста требуют 15–30 минут на определение владельца и влияния. Обогащение алертов данными из CMDB сокращает это время до минут, обеспечивает правильную маршрутизацию и позволяет приоритизировать реагирование на основе бизнес-критичности."
функция,2,Discovery tools,"Интеграция с discovery-инструментами обеспечивает автоматическое обнаружение новых активов и обновление существующих CI в CMDB, поддерживая актуальность данных.","CMDB интегрируется с discovery tools (ServiceNow Discovery, Device42, Lansweeper, ManageEngine, Puppet) через REST API, базы данных или файловый обмен. Discovery tools передают: список обнаруженных устройств, аппаратные спецификации, установленное ПО, сетевые соединения, обнаруженные зависимости. CMDB выполняет reconciliation: сопоставление обнаруженных активов с существующими CI, выявление новых, изменённых и удалённых активов. Поддерживается bidirectional sync для обратной связи.","Без discovery integration CMDB устаревает в течение месяцев, что делает её бесполезной для операционных процессов. Автоматическая интеграция поддерживает актуальность > 90% и сокращает ручной труд на поддержание инвентаря на 80%."
функция,1,Event Management,Интеграция с Event Management обеспечивает корреляцию событий из различных источников с CI в CMDB для определения контекста и приоритета.,"Event Management platform получает события из monitoring tools, агентов, облачных систем и коррелирует их с CI в CMDB. Enrichment engine добавляет к каждому событию: CI-идентификатор, класс, владельца, критичность, зависимости. Корреляционный engine группирует связанные события (например, алерты от всех VM на одном хосте) в единый incident. Интеграция с ITSM автоматически создаёт инциденты при критических событиях.","Корреляция событий с CI сокращает количество создаваемых инцидентов на 50–70% за счёт группировки связанных алертов. Это предотвращает 'alert fatigue' и позволяет командам фокусироваться на реальных проблемах, а не на симптомах."
функция,1,AIOps platforms,"Интеграция с AIOps-платформами добавляет ML-аналитику к данным CMDB, обеспечивая предиктивные возможности: прогнозирование отказов, anomaly detection, автоматическую корреляцию событий.","AIOps platform получает из CMDB: топологию зависимостей, исторические инциденты, конфигурационные данные, operational metrics. ML-модели выполняют: anomaly detection (отклонение от baseline), pattern recognition (паттерны предшествующие сбоям), causal analysis (автоматическое определение root cause), predictive maintenance (прогноз отказа на основе трендов). Интеграция может быть bidirectional: AIOps обогащает CMDB insights, CMDB обеспечивает контекст для ML-моделей.",AIOps позволяет переходить от reactive (реагирование на сбои) к proactive (предотвращение сбоев) и predictive (прогнозирование проблем) operations. Организации с AIOps сокращают количество инцидентов на 25–40% и сокращают MTTR на 30–50% за счёт автоматического определения root cause.
категория,3,Критерии (Data quality),"Качество данных CMDB — критический фактор, определяющий доверие пользователей и эффективность всех downstream-процессов. Некачественные данные (устаревшие, неполные, дублированные, противоречивые) приводят к ошибочным решениям, некорректной маршрутизации и снижению ROI от CMDB-внедрения. Современная CMDB включает встроенные механизмы контроля качества: accuracy, coverage, relationship completeness, staleness и deduplication metrics.","Data quality контролируется через набор KPI: CI Accuracy Rate (целевой >95% — соответствие CI реальным активам), Discovery Coverage (целевой >90% — доля активов, обнаруженных discovery), Relationship Completeness (целевой >80% — доля CI со связями), Stale Records (<5% — доля CI не обновлявшихся дольше threshold), Duplicate Records (<2% — доля дубликатов). Automated quality checks выполняются через правила валидации, reconciliation engine и периодические аудиты. Data quality dashboard отображает метрики в real-time.","Качество данных в CMDB напрямую влияет на эффективность всех ИТ-процессов: от реагирования на инциденты до управления изменениями. Организации с высоким качеством данных (>95% accuracy) сокращают MTTR на 40–60%, повышают успешность изменений до 90% и снижают риски безопасности. Низкое качество данных делает CMDB 'кладбищем информации', где данные есть, но им нельзя доверять."
функция,3,CI Accuracy Rate (целевой >95%),"Метрика точности CI измеряет, насколько данные в CMDB соответствуют реальному состоянию инфраструктуры — ключевой показатель качества CMDB.","Accuracy рассчитывается через выборочные аудиты: случайная выборка CI сверяется с физическим состоянием (physical audit), данными discovery tools или системами-источниками. Для каждого CI проверяются: существование актива, корректность атрибутов (hostname, IP, specs), актуальность статуса, правильность связей. Автоматизированные checks выполняются через reconciliation с discovery data и правила валидации (формат IP, обязательные поля, range checks).","Точность >95% означает, что при инциденте команда может полагаться на данные CMDB для определения контекста. При точности <80% CMDB становится ненадёжным источником, и команды начинают искать информацию вручную, что увеличивает MTTR в 2–3 раза."
функция,3,Discovery Coverage (целевой >90%),"Метрика покрытия discovery измеряет долю реальных активов, обнаруженных и учтённых в CMDB, выявляя 'слепые зоны' инфраструктуры.","Coverage рассчитывается как отношение количества CI в CMDB к общему количеству активов, определённому через сравнение с discovery tools, NAC, облачными API и инвентаризацией. Анализ выполняется по сегментам: by network segment, by asset type, by location. Низкое покрытие в сегменте указывает на проблемы discovery (например, firewall блокирует сканирование, агенты не установлены). Coverage report выявляет сегменты, требующие внимания.","Покрытие <90% означает, что 10%+ инфраструктуры не управляется через CMDB. Эти 'слепые зоны' являются источником инцидентов безопасности, незаконных лицензий и управленческих решений, принимаемых на неполной информации."
функция,3,Relationship Completeness (целевой >80%),"Метрика полноты связей измеряет, насколько полно CI в CMDB связаны с другими CI через зависимости — критичный показатель для эффективности impact analysis.","Relationship completeness рассчитывается как доля CI, имеющих хотя бы одну связь (upstream или downstream), к общему количеству CI, для которых связи ожидаются. Анализ выполняется по типам CI: серверы должны иметь связи с приложениями, приложения — с сервисами, сетевые устройства — с топологией. Низкая полнота связей указывает на недостаточное покрытие discovery или отсутствие service mapping.","Без связей CMDB превращается в плоский список активов, не позволяющий выполнять impact analysis. Полнота связей >80% обеспечивает точный расчёт blast radius и является предпосылкой для зрелого change management."
функция,2,Stale Records (<5%),"Метрика устаревших записей измеряет долю CI, данные о которых не обновлялись в течение заданного периода, что указывает на потерю актуальности.","Stale records определяются по времени последнего обновления каждого CI и его атрибутов. Порог 'устаревания' настраивается по типу CI: облачные ресурсы — 24 часа, on-premise серверы — 7 дней, сетевое оборудование — 30 дней. Автоматизированные процессы помечают stale records, отправляют уведомления data stewards и инициируют повторное discovery. Stale record analysis выявляет системы-источники, переставшие передавать данные.","Устаревшие записи приводят к ошибочным решениям: инциденты на уже списанных серверах, изменения на заменённом оборудовании, лицензирование неиспользуемого ПО. Контроль stale records <5% обеспечивает актуальность данных для операционных процессов."
функция,2,Duplicate Records (<2%),"Метрика дублирования записей измеряет наличие повторяющихся CI в CMDB, которые искажают отчётность и приводят к некорректному планированию.","Дубликаты выявляются через matching rules: по hostname, serial number, MAC-адресу, IP-адресу, комбинации атрибутов. Reconciliation engine применяет fuzzy matching для обнаружения нечётких дубликатов (например, 'SRV-01' и 'srv01'). При обнаружении дубликатов система инициирует merge process: объединение атрибутов, перенос связей, удаление лишней записи. Duplicate prevention rules блокируют создание новых CI с существующими ключевыми атрибутами.","Дубликаты искажают управленческую отчётность: завышенное количество активов приводит к ошибкам в финансовом планировании, лицензировании и управлении ёмкостью. Устранение дубликатов повышает доверие к CMDB и сокращает затраты на поддержание данных на 15–20%."
категория,2,Критерии (Governance),"Управление данными CMDB (Data Governance) определяет политики, процессы и ответственность за качество, безопасность и жизненный цикл данных. Data Governance включает определение data stewards, Data Authority Matrix, правила согласования и автоматизированные проверки качества. Успешность CMDB напрямую зависит от зрелости управления данными — без governance CMDB превращается в неструктурированный набор ненадёжных данных.","Governance framework включает: Data Authority Matrix (определение source of truth для каждого типа данных: discovery для hardware specs, ITSM для статуса, HR для владельцев), Data Stewardship (назначение ответственных за каждый класс CI), Reconciliation Rules (автоматическое разрешение конфликтов), Automated Quality Checks (правила валидации, периодические аудиты). Governance dashboard отображает метрики качества, compliance с политиками и задачи data stewards.","Зрелое управление данными повышает accuracy CMDB с 60–70% до 95%+. Это сокращает затраты на ручную очистку данных на 70%, обеспечивает compliance с регуляторными требованиями и повышает доверие пользователей к CMDB. Организации без governance теряют 30–40% инвестиций в CMDB из-за деградации данных."
функция,2,Data Authority Matrix (source of truth для каждого типа),"Матрица авторитетности данных определяет, какая система является приоритетным источником истины для каждого типа данных в CMDB — фундамент governance.","Data Authority Matrix связывает типы CI и атрибуты с системами-источниками: hardware specs — discovery tools, software inventory — SAM/endpoint agents, ownership — HRM/ITSM, status — ITSM change management, financial data — ERP. При конфликте данных приоритет имеет система, назначенная как source of truth для данного атрибута. Матрица хранится в CMDB и используется reconciliation engine для автоматического разрешения конфликтов.","Без чёткого определения source of truth данные в CMDB становятся противоречивыми при расхождении между системами. Data Authority Matrix устраняет неопределённость, сокращает время разрешения конфликтов на 80% и обеспечивает единую версию правды для принятия решений."
функция,2,Data Stewardship (ответственные за данные),"Data Stewardship назначает ответственных лиц (data stewards) за каждый класс CI или сегмент данных, обеспечивая accountability за качество и актуальность.","Для каждого класса CI назначается data steward — человек или команда, ответственные за: актуализацию данных, разрешение конфликтов, утверждение изменений модели, проведение аудитов. Stewardship dashboard отображает: назначенные stewards, открытые задачи, метрики качества по ответственности, уведомления о проблемах. Automated workflows направляют задачи steward'ам при обнаружении stale records, конфликтов или нарушений политик.","Назначение ответственных повышает качество данных на 30–40% за счёт чёткой accountability. Без data stewards проблемы качества остаются нерешёнными, так как никто не несёт ответственности за конкретный сегмент данных."
функция,2,Reconciliation rules,Правила согласования определяют логику разрешения конфликтов при расхождении данных из разных источников — критический механизм для распределённых CMDB.,"Reconciliation rules включают: priority-based (приоритет по Data Authority Matrix), timestamp-based (побеждает последнее обновление), majority voting (большинство источников), manual override (ручное решение для критичных случаев), attribute-level rules (разные источники для разных атрибутов одного CI). Reconciliation engine выполняет автоматическое слияние, генерирует отчёты о конфликтах и направляет нерешённые случаи data stewards.","Эффективные правила согласования сокращают количество ручных задач по разрешению конфликтов на 80% и обеспечивают единообразие данных. Это повышает доверие пользователей и сокращает время принятия решений, основанных на CMDB."
функция,2,Automated quality checks,Автоматизированные проверки качества непрерывно мониторят CMDB на соответствие политикам и генерируют алерты при обнаружении проблем.,"Automated checks включают: валидацию форматов (IP-адрес, hostname, serial number), проверку обязательных атрибутов, range checks (даты, числовые значения), cross-reference checks (наличие связанных CI), orphan detection (CI без связей), stale record detection, duplicate detection, compliance checks (соответствие naming convention, tagging policy). Checks выполняются по расписанию (daily) или event-driven. Результаты отображаются на quality dashboard с drill-down к проблемным CI.",Автоматизация проверок качества сокращает затраты на manual auditing на 60–80% и обеспечивает раннее обнаружение проблем до их влияния на downstream-процессы. Continuous quality monitoring поддерживает accuracy >95% без значительных ручных усилий.
категория,2,Критерии (Визуализация),"Визуализация CMDB преобразует структурированные данные о конфигурационных единицах и их связях в наглядные графические представления: service maps, dependency graphs, topology diagrams и интерактивные dashboards. Визуализация делает CMDB доступной для широкого круга пользователей — от инженеров до руководства — и обеспечивает интуитивное понимание сложных зависимостей. Asset Graph CMDB является естественной основой для графовой визуализации, где вершины и рёбра отображают CI и их отношения.","Визуализационный слой включает: service maps (иерархические карты сервисов с drill-down от бизнес-уровня до инфраструктуры), dependency graphs (графовое представление связей CI с фильтрацией, поиском, кластеризацией), topology visualization (L2/L3 сетевая топология с цветовой индикацией состояния), interactive dashboards (настраиваемые панели с KPI, health indicators, trend charts). Технологии: D3.js, Cytoscape.js, Grafana, custom visualization engines. Поддерживается real-time обновление статуса из monitoring.",Визуализация сокращает время понимания влияния инцидента с часов до минут и позволяет руководству принимать обоснованные решения без технической подготовки. Организации с качественной визуализацией повышают скорость принятия решений на 40–60% и улучшают коммуникацию между ИТ и бизнесом.
функция,3,Service maps (карты сервисов),"Service maps представляют иерархическую структуру бизнес-сервисов и их связи с технической инфраструктурой, обеспечивая наглядное понимание зависимостей от бизнес-уровня до отдельных компонентов.","Service map строится автоматически на основе данных CMDB: бизнес-сервис ? приложение ? application tiers (web, app, DB) ? VM/контейнер ? физический сервер ? сетевое оборудование. Каждый узел отображает: название, тип, статус (health из monitoring), критичность, владельца. Поддерживается drill-down, фильтрация по критичности, поиск, export. Real-time интеграция с monitoring обновляет статус узлов. При инциденте затронутые узлы выделяются цветом с автоматическим расчётом blast radius.","Service map переводит диалог с бизнесом с технического языка на язык сервисов. При сбое руководство видит не 'сервер DB-03 недоступен', а 'сервис онлайн-оплаты критично затронут — потенциальные потери $X/час'. Это обеспечивает приоритизацию на основе бизнес-ценности."
функция,3,Dependency graphs (графы зависимостей),"Графы зависимостей отображают связи между CI в виде ориентированного графа, позволяя визуально анализировать влияние изменений и сбоев.","Dependency graph строится на основе relationship data CMDB с использованием графовых библиотек (D3.js, Cytoscape.js, vis.js). Поддерживается: фильтрация по типу связи, критичности, классу CI; поиск кратчайшего пути между CI; расчёт blast radius с цветовой индикацией; кластеризация по сегментам (по дата-центрам, подразделениям); interactive навигация (drag, zoom, expand/collapse). Интеграция с monitoring добавляет цветовую индикацию состояния (зелёный — здоров, красный — инцидент).","Графическая визуализация зависимостей сокращает время анализа влияния с часов до минут. Инженеры видят полную картину связей, что снижает риск пропуска косвенных зависимостей при планировании изменений. Это повышает успешность change management до 90%."
функция,2,Topology visualization,Визуализация топологии отображает сетевую инфраструктуру с физическими и логическими соединениями между устройствами.,"Topology map строится на основе данных discovery: LLDP/CDP для физических соединений, SNMP для определения сегментов, IPAM для адресного пространства. Отображаются: сетевые устройства (коммутаторы, маршрутизаторы, firewall), серверы, VLAN, подсети, WAN-линки. Поддерживаются слои: L2 (data link), L3 (network), L7 (application). Цветовая индикация состояния (health, bandwidth utilization) интегрируется с monitoring. Функции: path trace (трассировка пути между двумя узлами), single point of failure detection, overlay с traffic flow.",Топологическая визуализация позволяет планировать сетевые изменения без риска образования петель или разрыва связности. При сбое ускоряет локализацию проблемы на 40–50% за счёт наглядного представления затронутых сегментов.
функция,1,Interactive dashboards,Интерактивные dashboards предоставляют настраиваемые панели мониторинга с KPI CMDB для различных ролей пользователей.,"Dashboards строятся на визуализационных платформах (Grafana, Power BI, Tableau, Kibana) с данными из CMDB через REST API. Типичные виджеты: количество CI по классам, метрики качества данных, coverage by segment, top инцидентных CI, изменения за период, compliance score. Поддерживается фильтрация по времени, сегменту, классу CI; drill-down к деталям; подписка на alerts; export в PDF/PowerPoint.","Dashboards делают CMDB доступной для руководства, обеспечивая самообслуживание в получении ответов на управленческие вопросы. Это сокращает время подготовки отчётов на 60–70% и повышает частоту использования CMDB в принятии решений."
категория,1,Критерии (Отчётность),"Отчётность CMDB обеспечивает формирование управленческой и операционной отчётности на основе данных о конфигурационных единицах, их связях и жизненном цикле. Отчёты охватывают health CMDB (качество данных, покрытие), operational metrics (инциденты, изменения, compliance) и ad-hoc аналитику. Хорошая отчётность превращает CMDB из пассивного репозитория в инструмент управленческого учёта.","Отчётность включает: CMDB health reports (accuracy, coverage, relationship completeness, stale records), data quality reports (по сегментам, классам, stewards), compliance reports (соответствие политикам, naming conventions, tagging), custom reports (ad-hoc запросы через report builder), KPI dashboards (визуализация ключевых метрик). Audit logs фиксируют все изменения CI для расследований и compliance. Отчёты формируются через встроенный report engine, BI-интеграции или SQL/API queries.","Качественная отчётность обеспечивает прозрачность состояния ИТ-инфраструктуры для руководства и регуляторов. Организации с зрелой CMDB-отчётностью сокращают время подготовки управленческих отчётов на 50–70%, проходят compliance-аудиты быстрее и принимают data-driven решения об инвестициях в ИТ."
функция,2,CMDB health reports,"Отчёты о здоровье CMDB отображают ключевые метрики качества данных: accuracy, coverage, relationship completeness, stale records, duplicates — и тренды их изменения во времени.","Health reports формируются на основе automated quality checks и отображают: текущие значения KPI, динамику за период (trend charts), сравнение по сегментам (class, location, department), heatmap качества, top проблемных областей. Поддерживается настройка threshold'ов (target values), alerts при превышении, drill-down к деталям. Распространение: email distribution, dashboard, PDF export, API.",Health reports позволяют data stewards и руководству отслеживать качество CMDB и принимать корректирующие меры до деградации данных. Регулярный мониторинг health metrics поддерживает accuracy >95% и обеспечивает continuous improvement.
функция,2,Data quality reports,"Отчёты качества данных детализируют метрики data quality по сегментам, классам CI и data stewards для выявления проблемных областей.","Data quality reports включают: breakdown по классам CI (accuracy per class), по сегментам (по сетевым зонам, дата-центрам), по data stewards (scorecard ответственных), по типам ошибок (missing attributes, stale records, duplicates, format violations). Результаты сравниваются с target values и отображаются как traffic light indicators (red/yellow/green). Автоматическая генерация направляется ответственным лицам.",Детализированные quality reports позволяют data stewards фокусироваться на проблемных областях вместо рутинной проверки всех данных. Это повышает эффективность governance на 40–50% и обеспечивает accountability за качество.
функция,1,Compliance reports,"Compliance-отчёты документируют соответствие CMDB требованиям стандартов, регуляторов и внутренних политик.","Compliance reports охватывают: соответствие ITIL best practices (CMDB в рамках Service Asset and Configuration Management), регуляторные требования (ISO 27001, PCI DSS, SOX, GDPR), внутренние политики (naming conventions, tagging policy, data classification, retention policy). Отчёты включают: список проверок, результаты (pass/fail), exceptions, remediation plan. Audit trail фиксирует кто и когда проверял compliance.",Compliance reports облегчают прохождение внешних аудитов и сокращают время подготовки с недель до дней. Документированное compliance снижает риски регуляторных штрафов и упрощает сертификацию по стандартам.
функция,1,Custom reports и KPI dashboards,Возможность создания произвольных отчётов и dashboards позволяет адаптировать CMDB-отчётность под специфические потребности различных ролей.,"Custom report builder предоставляет: drag-and-drop интерфейс, SQL-редактор, фильтры, группировку, агрегацию, визуализацию (таблицы, charts, pivot). KPI dashboards настраиваются per role: CIO (cost, risk, compliance), operations (incidents, changes, health), finance (TCO, depreciation), security (vulnerabilities, exposure). Поддерживается export (PDF, Excel, CSV), scheduling (email distribution), embedding (SharePoint, intranet).",Гибкость отчётности устраняет необходимость в параллельных BI-системах для ИТ-данных и обеспечивает self-service analytics. Это сокращает время получения ответов на ad-hoc вопросы с дней до часов и повышает ROI от CMDB-внедрения.
функция,2,Audit logs и change tracking,"Журналы аудита и отслеживание изменений фиксируют все операции с CI, обеспечивая прослеживаемость и подотчётность.","Audit log фиксирует для каждой операции: кто (user ID), когда (timestamp), что (CRUD operation), какое CI, старое и новое значение, источник (UI, API, sync). Change tracking обеспечивает историю версий CI с возможностью сравнения и отката. Audit logs защищаются от модификации (WORM — write once read many), экспортируются в SIEM для корреляции с security events. Retention policy определяет срок хранения (обычно 3–7 лет).","Audit logs критичны для compliance (SOX, ISO 27001, PCI DSS) и расследований инцидентов. Возможность ответить 'кто и когда изменил' сокращает время расследования на 30–50% и обеспечивает доказуемость исполнения контролей."
категория,2,Критерии (Access control),"Управление доступом к CMDB обеспечивает безопасность конфигурационных данных и разграничение прав между различными ролями пользователей. CMDB содержит чувствительную информацию (сетевые конфигурации, уязвимости, пароли/keys) и требует многоуровневой модели доступа: от read-only для аудиторов до полных прав для администраторов. Role-based access control (RBAC) является стандартом де-факто для enterprise CMDB.","Access control реализуется через: RBAC (роли: administrator, data steward, operator, viewer, auditor), fine-grained permissions (права на уровне CI class, отдельного CI, атрибута, операции — CRUD), data classification (конфиденциальность определяет доступ: public, internal, restricted, secret), integration с IAM/IdP (LDAP, Active Directory, SAML, OAuth2 для SSO). Row-level security ограничивает видимость CI по сегментам (подразделение, регион, security zone).","Без контроля доступа утечка данных CMDB предоставляет злоумышленникам полную карту ИТ-инфраструктуры — 'схему сокровищ'. Это критичный риск для информационной безопасности. Зрелое управление доступом обеспечивает compliance с требованиями least privilege и сегментации, обязательными для стандартов ISO 27001, PCI DSS и SOX."
функция,3,Role-based access control (RBAC),RBAC определяет права доступа на основе ролей пользователей — стандартный подход к управлению доступом для enterprise CMDB.,"RBAC включает предопределённые роли: CMDB Admin (полный доступ), Data Steward (CRUD для ответственных классов CI), IT Operator (read + create incidents/changes), Manager (read + reports), Auditor (read-only + audit logs), External (ограниченный read для вендоров/аудиторов). Каждая роль связана с набором permissions: class-level (доступ к типам CI), operation-level (CRUD), attribute-level (видимость чувствительных атрибутов). Интеграция с IAM обеспечивает автоматическое назначение ролей на основе групп AD/LDAP.","RBAC упрощает управление доступом: вместо настройки прав для каждого пользователя администратор назначает роли. Это сокращает время onboarding на 60–70%, исключает ошибки конфигурации и обеспечивает compliance с принципом least privilege."
функция,2,"Fine-grained permissions (уровень CI, атрибута)","Детальные разрешения позволяют ограничивать доступ на уровне отдельных CI, их атрибутов и операций — обеспечивая максимальную гранулярность контроля.","Fine-grained permissions поддерживают: CI-level (доступ к конкретным CI или группам по criteria), attribute-level (скрытие чувствительных атрибутов: пароли, ключи, financial data), operation-level (read-only, read-write, delete, admin), conditional access (ограничение по значению атрибута: 'видеть только CI региона EMEA'). Реализация через ABAC (Attribute-Based Access Control) — политики на основе атрибутов пользователя, CI и контекста.",Гранулярный контроль позволяет предоставлять доступ внешним аудиторам и вендорам без риска утечки чувствительных данных. Это критично для compliance и снижает риски инсайдерских угроз.
функция,1,Data classification,"Классификация данных CMDB определяет уровень конфиденциальности каждого CI и атрибута, определяя правила доступа, шифрования и обработки.","Data classification включает уровни: Public (без ограничений), Internal (доступ для сотрудников), Restricted (ограниченный круг лиц), Secret (минимальный доступ). Классификация применяется на уровне CI class (все серверы — Internal), отдельного CI (финансовый сервер — Restricted) или атрибута (IP-адрес — Internal, root password — Secret). Автоматические правила назначают классификацию на основе тегов, сегментов сети, типа данных. Классификация диктует encryption requirements, retention policy и access controls.","Классификация данных — основа для compliance с GDPR, PCI DSS и корпоративными политиками безопасности. Она обеспечивает применение proportionate controls: чувствительные данные получают максимальную защиту, публичные — минимальную, что оптимизирует затраты на security."
категория,2,Критерии (Security),"Безопасность CMDB охватывает защиту конфигурационных данных от несанкционированного доступа, модификации и утечек. CMDB является критичным активом: она содержит полную карту ИТ-инфраструктуры, включая уязвимости, сетевые конфигурации и чувствительные атрибуты. Компрометация CMDB даёт злоумышленнику 'схему сокровищ' для атаки. Security framework включает audit, encryption, access control и compliance.","Security controls включают: audit logs (фиксация всех операций с CI — кто, когда, что изменил), change tracking и versioning (прослеживаемость изменений), encryption at rest (шифрование базы данных CMDB, AES-256) и in transit (TLS 1.2+ для всех коммуникаций), compliance с ITIL/ISO/NIST (регуляторные требования к управлению конфигурациями). Дополнительно: интеграция с SIEM для корреляции аномальных операций, MFA для административного доступа, regular security assessments (penetration testing, vulnerability scanning).","Утечка данных CMDB равносильна компрометации всей ИТ-инфраструктуры — злоумышленник получает карту всех систем, их связей и потенциальных уязвимостей. Инвестиции в безопасность CMDB защищают не только данные, но и всю организацию. Compliance с стандартами обеспечивает прохождение аудитов и снижает риски регуляторных штрафов."
функция,2,Audit logs (кто и когда изменял CI),"Журналы аудита фиксируют все операции с конфигурационными единицами, обеспечивая прослеживаемость и подотчётность каждого изменения.","Audit log содержит для каждой операции: timestamp, user ID (с аутентификацией), IP-адрес источника, тип операции (CRUD), целевой CI, изменённые атрибуты (старые и новые значения), источник операции (UI, API, синхронизация). Логи защищаются от модификации (append-only, WORM), хранятся согласно retention policy (3–7 лет), интегрируются с SIEM для real-time анализа аномалий. Поддерживается поиск, фильтрация и export для расследований.","Audit logs критичны для compliance (SOX, ISO 27001, PCI DSS) и расследований. Возможность ответить 'кто и когда изменил CI' сокращает время расследования инцидентов на 30–50% и обеспечивает доказуемость исполнения контролей перед аудиторами."
