тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,2,Custom SLA по категориям/приоритетам,"Возможность настройки индивидуальных SLA для различных категорий инцидентов, типов услуг, групп пользователей и временных периодов.","Гибкая настройка SLA с условиями (IF category=X AND priority=Y THEN SLA=Z), различные SLA для business/technical hours, многоуровневые SLA для VIP-пользователей, наследование SLA от родительского сервиса.","Дифференцированный подход к обслуживанию разных категорий пользователей и сервисов, возможность приоритизации критичных бизнес-функций."
функция,2,Real-time tracking,Мониторинг выполнения SLA в режиме реального времени с отображением оставшегося времени и предупреждениями при приближении к порогам.,"Real-time дашборды с таймерами SLA, цветовая индикация (green/yellow/red), push-уведомления ответственным, интеграция с alerting системами, мобильные оповещения.","Оперативное выявление тикетов, требующих немедленного внимания, предотвращение SLA breach'ей через проактивные действия."
функция,3,Алерты при нарушении SLA,Автоматическая система оповещения при приближении к порогам SLA и при фактическом нарушении согласованных сроков.,"Настраиваемые пороги алертов (например, 80% SLA), многоуровневая система уведомлений (agent ? manager ? director), интеграция с email/мессенджерами, escalation workflow, учёт рабочих часов.","Предотвращение просрочек разрешения через проактивные действия, доказуемость усилий по соблюдению SLA, возможность корректировки ресурсов."
функция,2,SLA breach analysis и reporting,Анализ причин нарушений SLA и формирование отчётности для выявления системных проблем и планирования улучшений.,"Классификация breach'ей по причинам (категория, команда, время суток, тип инцидента), трендовый анализ, расчёт business impact, рекомендации по улучшению, интеграция с Problem Management.","Понимание корневых причин нарушений SLA позволяет целенаправленно инвестировать в улучшение процессов и ресурсов, снижая количество breach'ей."
функция,2,OLA (Operational Level Agreements),"Внутренние соглашения об уровне обслуживания между группами ИТ-департамента, регламентирующие взаимные обязательства по времени реакции и разрешения.","Определение OLA для каждой команды поддержки, трекинг выполнения внутренних сроков, корреляция OLA с внешним SLA, отчётность по внутренним breach'ам.","Чёткое распределение ответственности между командами, выявление внутренних узких мест, обеспечение согласованности внутренних процессов с внешними обязательствами."
функция,2,UC (Underpinning Contracts),"Управление договорами с внешними поставщиками услуг, поддерживающими предоставление ИТ-сервисов, с отслеживанием их SLA.","Реестр контрактов с поставщиками, привязка UC к сервисам и SLA, мониторинг выполнения поставщиками, алерты при нарушении UC, расчёт penalty.","Прозрачность обязательств внешних поставщиков, возможность расчёта штрафов за нарушения, обоснование смены поставщика на основе данных."
категория,2,Критерии (Отчётность и аналитика),"Отчётность и аналитика в ITSM обеспечивают управленческую видимость процессов через дашборды, KPI и трендовый анализ. Включает настраиваемые отчёты, корреляцию данных из разных модулей и прогнозную аналитику для планирования ресурсов.","BI-модуль с настраиваемыми дашбордами для разных ролей, расчёт KPI (MTTR, CSAT, FCR, SLA compliance), трендовый и корреляционный анализ, экспорт в различные форматы, автоматическая рассылка отчётов, интеграция с внешними BI/DWH.","Data-driven подход к управлению ИТ-услугами: отчётность позволяет выявлять узкие места, обосновывать инвестиции и демонстрировать ценность ИТ бизнесу. Прогнозная аналитика помогает планировать ресурсы и предотвращать проблемы."
функция,2,Настраиваемые дашборды для разных ролей,"Гибкие панели мониторинга с ключевыми показателями, адаптированные под потребности различных пользователей: агенты, менеджеры, руководители.","Конструктор дашбордов с виджетами (чарты, таблицы, KPI cards, gauges), role-based access, фильтры и drill-down, real-time обновление, мобильная адаптация, интеграция с BI-платформами.","Ролевые дашборды обеспечивают каждому сотруднику доступ к релевантной информации, ускоряя принятие решений и повышая прозрачность процессов."
функция,2,"KPI: количество тикетов, MTTR, CSAT, SLA compliance","Набор ключевых показателей эффективности процессов ITSM, рассчитываемых автоматически на основе данных системы.","Автоматический расчёт KPI на основе жизненного цикла тикетов: ticket volume, MTTR/MTTD, first response time, FCR, CSAT/NPS, SLA compliance %, backlog, reopen rate. Разбивка по категориям, командам, временным периодам.","KPI позволяют объективно оценивать эффективность Service Desk, выявлять тренды и обосновывать необходимость изменений в процессах или ресурсах."
функция,2,Тренды и аномалии,"Аналитические инструменты для выявления тенденций в потоке инцидентов, обнаружения аномалий и прогнозирования нагрузки на Service Desk.","Временной анализ (time-series), сезонная декомпозиция, детекция аномалий (statistical/ML methods), прогнозирование нагрузки, корреляция с внешними факторами (релизы, изменения, праздники).",Раннее выявление растущих проблем и пиковых нагрузок позволяет проактивно корректировать ресурсы и предотвращать деградацию качества обслуживания.
функция,1,Предустановленные шаблоны отчётов,Готовые шаблоны типовых отчётов ITSM для быстрого старта и соответствия best practices.,"Библиотека шаблонов (incident summary, SLA performance, team workload, asset utilization), параметризация, кастомизация, экспорт в PDF/Excel/CSV.","Сокращение времени на подготовку стандартной отчётности, обеспечение единого формата для сравнения показателей между периодами."
функция,1,"Экспорт (PDF, Excel, CSV)",Возможность выгрузки отчётов и данных в распространённые форматы для дальнейшей обработки и презентации.,"Экспорт дашбордов и таблиц в PDF (с настройками оформления), Excel (с формулами и форматированием), CSV (для импорта в BI), API для программного экспорта.","Гибкость распространения отчётности между стейкхолдерами, возможность дальнейшего анализа в привычных инструментах."
функция,1,Автоматическая рассылка отчётов,Механизм регулярной автоматической отправки отчётов заинтересованным сторонам по расписанию или по событиям.,"Настраиваемое расписание (daily/weekly/monthly), выбор получателей, формат вложения, условия отправки (например, только при breach), шаблоны писем, подтверждение доставки.","Обеспечение регулярной информированности руководства и команд без ручного труда, повышение прозрачности процессов."
функция,2,Корреляция данных из разных модулей,"Возможность анализа данных из нескольких модулей ITSM (инциденты, изменения, проблемы, активы) для выявления скрытых связей и комплексного понимания ситуации.","Cross-module отчёты, связывание тикетов разных типов (incident ? change ? problem), unified data model, OLAP-кубы для многомерного анализа, drill-across между модулями.","Комплексный взгляд на ИТ-операции позволяет выявлять системные проблемы, обосновывать инвестиции и демонстрировать полную картину руководству."
функция,2,Прогнозирование нагрузки и ресурсов,Аналитическая функция для прогнозирования будущей нагрузки на Service Desk и планирования необходимых ресурсов.,"ML-модели прогнозирования на основе исторических данных (ticket volume, seasonal patterns), расчёт FTE для команд, what-if анализ, интеграция с workforce management.","Оптимизация штатного расписания Service Desk, предотвращение перегрузки команд в пиковые периоды, обоснование найма новых сотрудников."
категория,2,Критерии (Интеграции),"Интеграционные возможности ITSM-платформы определяют её способность встраиваться в enterprise-ландшафт и обмениваться данными с мониторинговыми системами, DevOps-инструментами, IAM и коммуникационными платформами.","REST API для кастомных интеграций, webhook'и, встроенные коннекторы к популярным системам (мониторинг, Jira, GitHub, AD, Slack), поддержка стандартов аутентификации (SAML, OAuth), форматы данных (JSON, XML).",Глубокая интеграция сокращает time-to-resolution за счёт автоматического обогащения тикетов данными из смежных систем и устраняет необходимость ручного переноса данных между системами.
функция,2,"Мониторинговые системы (SNMP, syslog, API)",Интеграция с системами мониторинга инфраструктуры и приложений для автоматического создания инцидентов и обогащения тикетов метриками.,"Коннекторы к системам мониторинга (Zabbix, Prometheus, Nagios, Datadog), приём alerts через SNMP traps, syslog, REST API, webhook'и, bidirectional integration (acknowledgment, closure).","Автоматическое создание инцидентов из алертов сокращает MTTD на 50–70%, обогащение тикетов метриками ускоряет диагностику."
функция,2,"DevOps-платформы (Jira, GitHub, GitLab)",Связь ITSM с инструментами разработки и поставки ПО для координации между Service Desk и DevOps-командами.,"Синхронизация тикетов с issue trackers (Jira, Azure DevOps), линкование incidents к commits и deployments, отслеживание статуса fix, интеграция с CI/CD pipelines.","Ускорение разрешения инцидентов, связанных с ПО, за счёт прямой связи между Service Desk и командами разработки, повышение прозрачности статуса исправлений."
функция,2,"IAM/SSO (Active Directory, SAML, OAuth)",Интеграция с системами управления идентификацией и доступом для единого входа и автоматической маршрутизации на основе оргструктуры.,"SAML 2.0 / OAuth 2.0 / OpenID Connect для SSO, синхронизация пользователей и групп с AD/LDAP, получение org structure из HRM, RBAC на основе IAM-групп.","Упрощение доступа пользователей к порталу self-service, автоматическая маршрутизация на основе оргструктуры, повышение безопасности через централизованное управление доступом."
функция,2,"Коммуникации (Slack, Teams, email)","Интеграция с корпоративными системами коммуникаций для уведомлений, создания тикетов и взаимодействия с пользователями.","Боты и коннекторы для Slack, Microsoft Teams, Telegram, email-шлюз, двусторонняя интеграция (создание тикетов из чатов, уведомления в каналы), threaded discussions.","Интеграция с привычными инструментами коммуникации повышает скорость реакции и удовлетворённость пользователей, снижая барьер обращения в Service Desk."
функция,3,REST API для кастомных интеграций,Программный интерфейс для интеграции ITSM-платформы с произвольными внешними системами и разработки кастомных решений.,"RESTful API с документацией (OpenAPI/Swagger), CRUD-операции над тикетами и CI, аутентификация (API keys, OAuth), rate limiting, webhook'и, SDK для популярных языков.","Гибкость интеграции с любыми системами ландшафта, возможность разработки специализированных решений под уникальные потребности организации."
функция,2,Webhooks,Механизм push-уведомлений для мгновенной передачи событий из ITSM-системы во внешние приложения при наступлении заданных условий.,"Настраиваемые webhook'и по событиям (создание/обновление/закрытие тикета), формат payload (JSON), подпись для безопасности, retry-логика, логирование доставки.","Real-time интеграция без необходимости периодического опроса, мгновенная реакция на события и снижение нагрузки на системы."
категория,1,Критерии (Развёртывание и TCO),"Раздел охватывает аспекты внедрения ITSM-платформы: модели развёртывания (SaaS, on-premise, hybrid), время внедрения, миграция данных, модели лицензирования и скрытые затраты. Оценка TCO позволяет принять обоснованное решение об инвестициях.","Оценка вариантов развёртывания с учётом требований безопасности и интеграций, планирование миграции из legacy-систем, анализ моделей лицензирования (per agent, per feature, per asset), расчёт скрытых затрат (implementation, training, customizations), прогнозирование роста стоимости.",Прозрачная оценка полной стоимости владения позволяет избежать незапланированных расходов и выбрать оптимальную модель развёртывания под требования организации.
функция,1,SaaS / On-premise / Hybrid,"Возможность выбора модели развёртывания ITSM-платформы в зависимости от требований безопасности, интеграций и масштаба.","SaaS (облачное развёртывание с минимальными затратами на инфраструктуру), on-premise (локальная установка для максимального контроля), hybrid (комбинация для гибкости). Оценка latency, доступности, резервирования.","Гибкость выбора модели развёртывания позволяет балансировать между скоростью запуска, стоимостью и требованиями compliance."
функция,1,Время внедрения (time-to-value),Оценка сроков от начала проекта внедрения до получения первых измеримых результатов и полной операционной готовности.,"Фазы внедрения (discovery, design, configuration, data migration, UAT, go-live), оценка трудозатрат, критический путь, quick wins для демонстрации ценности, roadmap развития.","Понимание realistic timeframe позволяет планировать ресурсы и ожидания, а quick wins демонстрируют ценность проекта на ранних этапах."
функция,1,Миграция данных из legacy-систем,Процесс переноса данных из существующих систем в новую ITSM-платформу с минимизацией потерь и обеспечением continuity.,"ETL-процессы, mapping данных между системами, очистка и нормализация, тестовые прогоны, rollback-план, параллельная работа during transition, validation данных.",Успешная миграция сохраняет исторические данные и обеспечивает непрерывность процессов при переходе на новую платформу.
функция,1,"Модель лицензирования (per agent, per feature, per asset)",Оценка различных моделей лицензирования ITSM-платформы для определения наиболее экономически эффективного подхода.,"Сравнение моделей: per named agent, per concurrent agent, per feature/module, per managed asset/endpoint, enterprise/unlimited. Учёт скидок, tier'ов, true-up политики.",Правильный выбор модели лицензирования снижает TCO на 10–20% за счёт оплаты только необходимых функций и количества пользователей.
функция,1,"Скрытые затраты (add-ons, имплементация, обучение)","Учёт всех сопутствующих расходов при внедрении ITSM-платформы, не включённых в базовую стоимость лицензий.","Оценка: стоимость implementation services, кастомизации, интеграций, add-on модулей, обучения пользователей, администрирования, апгрейдов, поддержки. TCO calculator.","Полная картина затрат позволяет избежать budget overrun и сравнивать предложения вендоров на основе TCO, а не только licence cost."
функция,1,Масштабируемость стоимости при росте,"Оценка динамики стоимости ITSM-платформы при росте числа пользователей, активов и объёма тикетов.","Анализ tier'ов ценообразования, volume discounts, эластичность облачных ресурсов, архитектурная масштабируемость, performance testing под нагрузкой.","Понимание масштабируемости позволяет планировать бюджет на 3–5 лет вперёд и избегать ситуаций, когда рост бизнеса приводит к диспропорционному росту затрат на ITSM."
категория,2,Критерии (Управление релизами),"Управление релизами — процесс ITIL, отвечающий за планирование, согласование и контролируемую поставку изменений в производственную среду. Обеспечивает баланс между скоростью поставки новых функций и стабильностью сервисов, минимизируя риски, связанные с внедрением изменений.","Процесс охватывает управление release pipeline: планирование релизов (release planning), сборку и тестирование (build & test), согласование окна релиза (deployment window management), rollout-стратегии (phased, blue-green, canary), rollback-планы и пост-релизный мониторинг. Интеграция с Change Management обеспечивает traceability от business requirement до production deployment. Связь с CMDB позволяет отслеживать состояние конфигурационных единиц до и после релиза.","Структурированное управление релизами снижает количество сбоев, вызванных обновлениями ПО, на 30–50% за счёт контролируемого тестирования и поэтапного rollout'а. Release Management обеспечивает предсказуемость поставки новых функций, согласование с бизнесом окон обслуживания и минимизацию влияния на конечных пользователей."
функция,3,Планирование и календарь релизов (release scheduling),"Централизованное планирование окна внедрения релизов с учётом зависимостей между компонентами, доступности ресурсов и требований бизнеса.","Release calendar с визуализацией запланированных релизов, управление dependencies между релизами разных систем, blackout periods, интеграция с Change Management CAB, conflict detection для пересекающихся релизов, автоматические уведомления stakeholders.","Координация релизов исключает конфликты и перегрузку команд, обеспечивает прозрачность планов поставки для бизнеса и минимизирует риск одновременного внедрения конкурирующих изменений."
функция,3,"Rollout-стратегии (phased, blue-green, canary)",Выбор и управление стратегиями внедрения релизов для минимизации рисков и обеспечения возможности быстрого отката.,"Поддержка rollout-стратегий: phased (поэтапное внедрение по группам серверов/пользователей), blue-green (параллельные среды с переключением), canary (пилотная группа с постепенным расширением), feature flags. Интеграция с CI/CD pipelines для автоматизации деплоя.","Современные стратегии rollout'а снижают риск массовых сбоев при релизах, обеспечивают zero-downtime deployment и повышают уверенность команд в частых релизах."
функция,2,Интеграция с CI/CD pipelines,Связь ITSM Release Management с конвейерами непрерывной интеграции и поставки для автоматизации отслеживания и управления деплоями.,"Интеграция с Jenkins, GitLab CI, Azure DevOps, GitHub Actions: автоматическое создание release records из pipeline, отслеживание статуса deployment, rollback triggers, корреляция релизов с инцидентами.","Интеграция с CI/CD обеспечивает visibility процесса поставки, ускоряет обнаружение проблем после релиза и упрощает correlation между изменениями кода и инцидентами."
функция,2,Пост-релизный мониторинг и rollback,Контроль состояния сервисов после внедрения релиза и автоматизированные процедуры отката при выявлении критических проблем.,"Health check после релиза, корреляция с метриками мониторинга (APM), автоматические алерты при деградации, workflow rollback с возвратом к предыдущей версии, hotfix management, интеграция с incident process.",Быстрое обнаружение и устранение проблем после релиза минимизирует влияние на пользователей. Возможность отката в течение минут вместо часов снижает риск business disruption.
Итого (категории),,,,,
