тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,3,Severity levels (Critical/High/Medium/Low),"Классификация выявленных уязвимостей по уровням критичности: Critical, High, Medium, Low. Severity levels обеспечивают единый язык для коммуникации между командами безопасности, IT и бизнесом, позволяя быстро определить требуемую скорость реагирования.","Классификация основывается на CVSS-скоре: Critical (9.0–10.0) — немедленное устранение, High (7.0–8.9) — устранение в течение 7 дней, Medium (4.0–6.9) — устранение в течение 30 дней, Low (0.1–3.9) — плановое устранение. Кастомные severity levels позволяют переопределять пороги на основе business context, compliance-требований или внутренних стандартов. Severity автоматически пересчитывается при изменении threat context.","Чёткая классификация severity упрощает управление SLAs и обеспечивает compliance: большинство стандартов требуют документированного разделения уязвимостей по уровням критичности. Critical/High уязвимости требуют немедленного внимания руководства и выделения ресурсов, Medium/Low — планового устранения. Единая шкала severity сокращает время принятия решений и улучшает коммуникацию между командами."
функция,3,Asset criticality (критичность актива),"Учёт бизнес-критичности актива при приоритизации уязвимостей. Уязвимость на сервере, обрабатывающем платежи клиентов, имеет более высокий приоритет, чем аналогичная уязвимость на внутреннем файловом сервере отдела. Asset criticality переводит приоритизацию с технического уровня на бизнес-уровень.","Сканер интегрируется с CMDB для получения атрибутов критичности активов: business criticality (production/staging/test), classification (public/internal/confidential/secret), compliance scope (PCI DSS, HIPAA, SOX), ownership, exposure (internet-facing/internal/isolated). Критичность актива используется как мультипликатор в формуле risk score: risk = f(CVSS, exploitability, asset_criticality). Поддерживается кастомная tagging-система для маркировки активов по бизнес-приоритетам.","Asset criticality гарантирует, что уязвимости на критичных для бизнеса системах получают максимальный приоритет, даже если их CVSS ниже. Это предотвращает ситуации, когда команда безопасности тратит ресурсы на некритичные системы в ущерб business-critical инфраструктуре. Интеграция с CMDB обеспечивает единый источник правды о критичности активов."
функция,2,Exploit availability (наличие эксплоита),"Учёт наличия публично доступного эксплоита для уязвимости как ключевого фактора приоритизации. Уязвимость с public exploit представляет на порядок больший риск, чем уязвимость без доступного эксплоита, поскольку барьер для эксплуатации резко снижается.","Сканер проверяет наличие эксплоитов в открытых и коммерческих базах: ExploitDB, Metasploit Framework, GitHub repositories, commercial exploit packs (VulnDB, Immunity Canvas). Для каждой уязвимости отображается: тип эксплоита (remote/local, authenticated/unauthenticated), надёжность, complexity of use, date of publication. Уязвимости с public remote unauthenticated exploit автоматически получают максимальный приоритет в очереди на устранение.","Наличие public exploit означает, что любой злоумышленник с минимальными навыками может эксплуатировать уязвимость. Уязвимости с доступными эксплоитами в 10+ раз чаще эксплуатируются в реальных атаках. Приоритизация по exploit availability сокращает среднее время устранения критичных уязвимостей на 50%+, фокусируя ресурсы на наиболее эксплуатируемых проблемах."
функция,1,Industry-specific risk profiles,"Применение отраслевых профилей риска для адаптации приоритизации под специфические угрозы конкретной индустрии. Разные отрасли сталкиваются с разными threat actors, attack vectors и compliance-требованиями, что требует кастомизации приоритизации.","Сканер предоставляет преднастроенные risk profiles для ключевых отраслей: Financial Services (фокус на PCI DSS, SWIFT, online banking), Healthcare (HIPAA, medical devices, patient data), Manufacturing (OT/ICS, supply chain), Government (NIST, FedRAMP, classified data), Retail (PCI DSS, POS systems, e-commerce). Каждый profile включает: weighted scoring для отраслевых уязвимостей, специфические compliance checks, threat intelligence feeds, отраслевые CIS benchmarks и кастомные remediation playbooks.","Отраслевые профили обеспечивают relevance приоритизации: для банка критичны уязвимости в системах обработки платежей, для больницы — в медицинских устройствах и системах хранения PHI. Соответствие отраслевым compliance-требованиям с первого дня развёртывания сокращает time-to-compliance. Учёт отраслевой threat landscape гарантирует, что приоритеты соответствуют реальным угрозам конкретной индустрии."
категория,3,Критерии (Ложные срабатывания),"Категория определяет механизмы управления ложными срабатываниями (false positives) — результатами сканирования, которые некорректно идентифицируют нормальное состояние как уязвимость. Высокий уровень false positives — главная причина «alert fatigue» и снижения доверия к Vulnerability Management программе.","Ложные срабатывания возникают по нескольким причинам: неточности в сигнатурах уязвимостей, backported patches (исправления, портированные вендором в старую версию без изменения версии), custom builds ПО, виртуализация и контейнеризация, изменённые пути установки, presence of compensating controls. Управление false positives включает: механизмы подтверждения уязвимостей, exception management, тюнинг сканирования и machine learning-based correlation для снижения ложных срабатываний.","Высокий уровень false positives приводит к тому, что команда безопасности тратит до 50% времени на валидацию несуществующих уязвимостей вместо устранения реальных проблем. Эффективное управление false positives повышает доверие к сканеру и обеспечивает фокус на реальных угрозах. Каждое снижение false positive rate на 10% экономит сотни часов работы команды безопасности в год."
функция,3,False positive rate (уровень ложных срабатываний),"Количественная метрика, показывающая процент результатов сканирования, которые после валидации оказались ложными срабатываниями. False positive rate — ключевой показатель качества сканера и напрямую влияет на операционную эффективность команды безопасности.","False positive rate рассчитывается как отношение подтверждённых false positives к общему числу выявленных уязвимостей. Современные enterprise-сканеры достигают уровня FP 5–10% для authenticated-сканов и 15–25% для unauthenticated. Снижение FP достигается через: authenticated-сканирование, улучшение сигнатур, correlation rules, whitelisting известных конфигураций, machine learning-based анализ паттернов. Поддерживается трендовый анализ FP rate для оценки качества сканирования.","Снижение false positive rate на 10% экономит сотни часов работы аналитиков безопасности в год, что при средней ставке $80–120/час составляет десятки тысяч долларов экономии. Низкий FP rate повышает доверие бизнеса к Vulnerability Management программе и обеспечивает фокус на реальных угрозах. Является ключевым критерием при выборе сканера для крупных организаций."
функция,2,Suppression/exception management,"Механизмы управления исключениями и подавления ложных срабатываний через создание approved exceptions. Exception management позволяет помечать известные false positives, accepted risks и уязвимости с компенсирующими мерами, исключая их из отчётности и приоритетных очередей.","Система предоставляет workflow для создания, валидации и утверждения исключений: аналитик создаёт exception с обоснованием (compensating control, business justification, vendor confirmation), руководитель безопасности утверждает с указанием срока действия. Исключения поддерживают expiration dates, автоматические напоминания и аудит-лог всех действий. При повторном сканировании исключённые уязвимости не попадают в приоритетные отчёты, но сохраняются в архиве для compliance-аудитов.","Exception management предотвращает повторную валидацию одних и тех же false positives, экономя до 30% времени команды безопасности. Обеспечивает compliance: аудиторы требуют документированных обоснований для всех неустранённых уязвимостей. Workflow утверждения исключений предотвращает злоупотребления и гарантирует, что только авторизованные риски принимаются."
функция,2,Verified vulnerabilities (подтверждённые),"Механизм подтверждения выявленных уязвимостей через дополнительные проверки для исключения ложных срабатываний. Verified vulnerabilities — это уязвимости, подтверждённые повторным сканированием, authenticated-проверкой или correlation с другими источниками данных.","Сканер предоставляет несколько уровней валидации: automatic verification (повторное сканирование с другим методом для подтверждения), authenticated confirmation (проверка через login для исключения FP сигнатур), exploit-based verification (безопасный тест эксплуатации для подтверждения уязвимости), correlation with other tools (сопоставление с данными EDR, pen-test). Verified vulnerabilities получают повышенный приоритет в очереди на устранение и включаются в executive reporting.","Verified vulnerabilities повышают доверие к результатам сканирования: команда IT получает подтверждённые факты, а не потенциальные проблемы. Это ускоряет процесс устранения, поскольку IT-команды не тратят время на валидацию. Executive reports, основанные только на verified vulnerabilities, дают руководству точную картину реальных рисков без шума false positives."
категория,3,Критерии (Remediation workflow),Категория определяет интегрированные процессы и инструменты для управления жизненным циклом устранения выявленных уязвимостей — от создания задачи до подтверждения исправления. Эффективный remediation workflow обеспечивает замыкание полного цикла Vulnerability Management: обнаружение ? приоритизация ? устранение ? верификация.,"Remediation workflow интегрируется с ITSM (связь e22/e23) для автоматического создания тикетов на устранение уязвимостей, назначения ответственных команд, отслеживания SLA и escalation. Workflow включает: автоматическое назначение tickets на основе asset ownership и vulnerability severity, SLA tracking, reminders и escalation, статусы remediation (open/in progress/resolved/verified closed), correlation с Patch Management (связь e52). Executive dashboards отображают MTTR (Mean Time To Remediate) и trend-анализ.","Автоматизированный remediation workflow сокращает среднее время устранения уязвимостей на 40–60% за счёт устранения ручных операций по созданию и назначению задач. Интеграция с ITSM обеспечивает единый процесс управления уязвимостями в рамках существующих ITIL-практик. Замкнутый цикл обнаружение?устранение?верификация гарантирует, что ни одна уязвимость не потеряется в процессе."
функция,3,"Integration with ITSM (ServiceNow, Jira)","Интеграция сканера с системами управления ИТ-услугами (ITSM) для автоматического создания, назначения и отслеживания задач на устранение уязвимостей. ITSM-интеграция замыкает цикл Vulnerability Management, обеспечивая управление устранением в рамках существующих ITIL-процессов.","Сканер интегрируется с ServiceNow (REST API, ITOM Visibility), Atlassian Jira (REST API, custom issue types), BMC Remedy, Cherwell и другими ITSM-платформами. При выявлении уязвимости автоматически создаётся ticket/incident с: описанием уязвимости, CVSS-скором, affected assets, remediation steps, due date (на основе SLA). Поддерживается bidirectional sync: статус тикета в ITSM обновляет статус уязвимости в сканере и наоборот. Escalation rules автоматически повышают приоритет при нарушении SLA.","ITSM-интеграция устраняет ручной труд по созданию задач на устранение, экономя 5–15 минут на каждую уязвимость (при тысячах уязвимостей — сотни часов в месяц). Обеспечивает прозрачность процесса устранения: менеджмент видит статус, сроки и ответственных. Интеграция с существующими ITIL-процессами не требует изменения установленных workflow команд IT."
функция,3,Auto-ticketing (автоматическое создание задач),Автоматическое создание задач на устранение уязвимостей в ITSM-системе при выявлении сканером. Auto-ticketing устраняет ключевое узкое место в Vulnerability Management — ручное создание и маршрутизацию тысяч задач на устранение.,"При выявлении уязвимости, соответствующей заданным критериям (severity ? High, наличие exploit, KEV status), сканер автоматически создаёт тикет в ITSM с: полным описанием уязвимости, CVSS/risk score, списком affected assets, рекомендациями по устранению (vendor advisory, patch info, workaround), assignment rules (на основе asset ownership из CMDB), due date (на основе SLA по severity). Поддерживается batch ticketing (один тикет на группу однотипных уязвимостей) и deduplication.","Auto-ticketing сокращает time-to-assignment с дней/недель до минут, обеспечивая немедленную реакцию на критичные уязвимости. Устраняет human error при ручном создании задач: забытые уязвимости, неправильное назначение, отсутствие контекста. При тысячах уязвимостей в месяц экономит сотни часов работы аналитиков безопасности и координаторов."
функция,2,SLA management (сроки устранения),Управление сроками устранения уязвимостей на основе их критичности и внутренних/внешних compliance-требований. SLA management обеспечивает контроль соблюдения сроков устранения и автоматическое escalation при их нарушении.,"Сканер позволяет настраивать SLA по severity levels: Critical — 72 часа, High — 7 дней, Medium — 30 дней, Low — 90 дней (кастомизируемые значения). Dashboard отображает SLA compliance rate, overdue vulnerabilities, MTTR (Mean Time To Remediate) по severity и teams. Escalation workflow автоматически уведомляет руководство при приближении дедлайна или его нарушении. Trend-анализ MTTR показывает динамику улучшения процессов устранения.","SLA management обеспечивает compliance: стандарты PCI DSS, NIST, ISO 27001 требуют документированных сроков устранения уязвимостей. Контроль MTTR позволяет измерять эффективность Vulnerability Management программы и демонстрировать улучшения руководству. Автоматическое escalation предотвращает «забытые» уязвимости, которые могут стать точкой входа для атаки."
функция,2,Remediation tracking (отслеживание устранения),"Мониторинг прогресса устранения уязвимостей от момента создания задачи до подтверждения исправления. Remediation tracking обеспечивает visibility весь жизненный цикл уязвимости и гарантирует, что ни одна задача на устранение не будет потеряна.","Сканер отслеживает статус каждой уязвимости через весь lifecycle: detected ? ticketed ? in progress ? pending verification ? verified closed (или re-opened). Интеграция с ITSM обеспечивает bidirectional sync статусов. При применении патча сканер автоматически выполняет re-scan для подтверждения устранения. Dashboard отображает: remediation velocity, backlog, aging vulnerabilities, team performance, trend-анализ. Alerts настраиваются для уязвимостей, не устранённых в течение SLA.","Remediation tracking даёт менеджменту real-time visibility в процесс устранения уязвимостей: сколько открыто, в работе, просрочено, закрыто. Позволяет идентифицировать bottleneck'ы в процессе (команды с низкой velocity, типы уязвимостей с высоким MTTR). Замкнутый цикл tracking ? verification гарантирует, что заявленное устранение реально подтверждено сканером."
категория,3,Критерии (Patch management),"Категория определяет интеграцию сканера уязвимостей с системами управления патчами для автоматизированного устранения выявленных уязвимостей. Patch management — критичная составляющая Vulnerability Management, поскольку 60%+ выявленных уязвимостей устраняются установкой обновлений, и интеграция сканера с системами патчинг ускоряет этот процесс.","Сканер интегрируется с enterprise patch management solutions: Microsoft WSUS/SCCM/Intune (Windows), Red Hat Satellite / SUSE Manager (Linux), Jamf Pro (macOS), vendor-specific tools (Adobe, Oracle, Java). Интеграция обеспечивает: автоматическое определение required patches на основе сканирования, correlation выявленных уязвимостей с available patches, automated deployment scheduling, pre/post-deployment verification scanning, rollback capabilities. Связь e52 с Patch Management обеспечивает замыкание цикла обнаружение?патчинг?верификация.","Интеграция с Patch Management сокращает среднее время устранения уязвимостей, исправляемых патчами, на 50–70%. Автоматизация патчинг устраняет ручные операции по определению, загрузке и развёртыванию обновлений. Обеспечивает compliance: стандарты требуют установки security patches в определённые сроки, и интеграция гарантирует соблюдение SLA."
функция,3,Patch correlation (связь уязвимостей с патчами),"Автоматическое сопоставление выявленных уязвимостей с доступными патчами и обновлениями безопасности. Patch correlation позволяет мгновенно определить, какие уязвимости могут быть устранены установкой конкретного патча, и формирует оптимальный план обновлений.","Сканер сопоставляет выявленные CVE с базами security bulletins: Microsoft Security Bulletins / Update Catalog (KB-статьи), Red Hat Errata, Ubuntu Security Notices, Adobe Security Bulletins, Oracle Critical Patch Updates. Для каждой уязвимости отображается: доступный патч (ID, версия), размер, зависимости, потенциальное impact на систему, дата релиза. Корреляция агрегирует уязвимости по патчам: один патч может устранять десятки CVE, что оптимизирует план обновлений.",Patch correlation экономит часы работы аналитиков по ручному поиску соответствующих патчей для каждой уязвимости. Агрегация уязвимостей по патчам позволяет устранять сотни уязвимостей установкой десятков патчей вместо тысяч отдельных операций. Оптимизированный план обновлений сокращает maintenance windows и downtime систем.
функция,2,Automated deployment (автоматическое развёртывание патчей),"Автоматическое развёртывание обновлений безопасности на целевые системы на основе политик, определённых в сканере. Automated deployment устраняет ключевое bottleneck в Vulnerability Management — задержки между выявлением уязвимости и установкой патча, вызванные ручными процессами.","Сканер интегрируется с patch deployment systems: Microsoft SCCM/Intune (Windows Update), Red Hat Satellite/Ansible, Puppet, Chef, custom scripts (PowerShell, SSH). Поддерживаются deployment policies: maintenance windows, phased rollout (canary ? pilot ? production), dependency checking, pre-deployment backup, rollback on failure. Pre/post-deployment scanning автоматически проверяет успешность установки патча и устранение уязвимости. Отчётность включает deployment success rate, failed patches, systems requiring manual intervention.","Automated deployment сокращает среднее время установки патчей с недель/месяцев до дней/часов, что критично при массовых уязвимостях. Устраняет human error при ручной установке патчей и обеспечивает consistency развёртывания. Phased rollout минимизирует риск сбоев: патч сначала тестируется на небольшой группе, затем развёртывается массово."
функция,1,Rollback (откат изменений),"Возможность отката установленных обновлений безопасности в случае возникновения проблем совместимости или сбоев после применения патча. Rollback обеспечивает безопасность процесса автоматизированного патчинга, позволяя быстро вернуть систему в рабочее состояние.","Сканер интегрируется с механизмами rollback целевых систем: Windows System Restore, snapshot виртуальных машин (VMware/vSphere, Hyper-V), backup систем (Veeam, Commvault), container image versioning (Docker registry). При обнаружении сбоя после патча (failed health check, недоступность сервиса) система автоматически или по одобрению администратора выполняет rollback к предыдущему состоянию. Audit log фиксирует все операции патчинг и rollback.","Rollback снижает риск business disruption от проблемных патчей, который является главным препятствием для автоматизации патчинга. Возможность быстрого отката позволяет ускорить deployment cycle: команды IT меньше опасаются последствий и быстрее развёртывают обновления. Минимизирует downtime и обеспечивает continuity of business operations при массовом патчинге."
категория,3,Критерии (DevOps интеграции),"Категория определяет интеграцию сканера уязвимостей с DevOps-инструментами и CI/CD пайплайнами для реализации подхода shift-left security — выявления и устранения уязвимостей на ранних этапах разработки, до попадания кода в production. DevOps-интеграции критичны для организаций, практикующих Agile и DevOps.","Сканер интегрируется с CI/CD платформами (Jenkins, GitLab CI, GitHub Actions, Azure DevOps, CircleCI, ArgoCD) через плагины и API. Pipeline integration обеспечивает: сканирование зависимостей (SCA — Software Composition Analysis), сканирование контейнерных образов, Infrastructure as Code scanning (Terraform, CloudFormation, Kubernetes manifests), DAST в staging environment. Security gates блокируют deployment при превышении threshold'ов по уязвимостям. Результаты сканирования отображаются в интерфейсе разработчиков.","Shift-left security сокращает стоимость устранения уязвимостей в 10–100 раз: исправление на этапе разработки стоит $80–100, в production — $10,000+. Интеграция с CI/CD не замедляет разработку: автоматизированные сканы выполняются параллельно с другими pipeline stages. Security gates предотвращают попадание уязвимостей в production, снижая количество security incidents."
функция,3,"CI/CD pipeline integration (Jenkins, GitLab CI)","Встраивание сканирования уязвимостей непосредственно в CI/CD пайплайн для автоматической проверки кода, зависимостей и артефактов при каждом commit'е или merge request'е. CI/CD интеграция обеспечивает непрерывное сканирование безопасности в рамках существующего процесса разработки.","Сканер предоставляет плагины и integrations для Jenkins (Pipeline step, Freestyle project), GitLab CI (job template, MR widget), GitHub Actions (workflow), Azure DevOps (Pipeline task), ArgoCD (pre-sync hook). Pipeline stage выполняет: SCA-сканирование зависимостей (npm, Maven, PyPI, NuGet), контейнер image scanning, IaC scanning, secrets detection. Security gate настраивается на fail/abort pipeline при Critical/High уязвимостях или превышении risk threshold. Результаты публикуются как merge request comments и pipeline artifacts.","CI/CD интеграция встраивает security в привычный workflow разработчиков без необходимости переключаться между инструментами. Автоматический security gate предотвращает попадание уязвимостей в production, сокращая количество инцидентов и затраты на remediation. Позволяет security team масштабировать контроль безопасности на сотни микросервисов и pipeline'ов."
функция,3,"Container image scanning (Docker, Kubernetes)","Сканирование образов контейнеров (Docker, OCI) и Kubernetes-конфигураций на предмет уязвимостей в базовых образах, зависимостях, конфигурациях безопасности и runtime-политиках. Container scanning критичен для организаций, использующих containerized deployments.","Сканер анализирует образы на уровне слоёв (layer-by-layer), проверяя ОС-пакеты (Alpine, Debian, RHEL, etc.), language-specific зависимости (npm, pip, gem, Maven), binaries и библиотеки. Для Kubernetes проверяются: security contexts (runAsNonRoot, readOnlyRootFilesystem), network policies, RBAC, resource limits, admission controller policies. Интеграция с container registries (Harbor, ECR, ACR, GCR, Docker Hub) позволяет сканировать образы при push и блокировать pull уязвимых образей.","60%+ образов из публичных регистров содержат критичные уязвимости. Сканирование образов до deployment предотвращает попадание уязвимостей в production, сокращая риски и затраты на remediation. Блокировка pull уязвимых образей в registry обеспечивает preventive control, не позволяя разработчикам случайно развернуть небезопасные компоненты."
функция,2,"IaC scanning (Terraform, CloudFormation)","Сканирование кода инфраструктуры (Infrastructure as Code) на предмет ошибок конфигурации безопасности, которые при deployment создают уязвимости в облачной инфраструктуре. IaC scanning реализует shift-left подход для инфраструктуры, выявляя проблемы до их materialization.","Сканер анализирует IaC-файлы: Terraform (.tf), AWS CloudFormation (.yaml/.json), Azure ARM Templates, Kubernetes manifests (.yaml), Helm charts, Pulumi, Ansible playbooks. Проверяются: открытые security groups (0.0.0.0/0), незашифрованные хранилища, избыточные IAM-права, отсутствие logging/monitoring, hardcoded secrets, weak encryption settings, non-compliance с CIS benchmarks и compliance frameworks (PCI DSS, HIPAA, SOC 2). Результаты интегрируются в pull request reviews и CI/CD pipeline.","80%+ облачных data breaches вызваны misconfigurations в IaC, которые проходят в production незамеченными. IaC scanning выявляет проблемы на этапе code review, когда их исправление занимает минуты, а не часы после deployment. Предотвращает proliferation небезопасных конфигураций по инфраструктуре через reusable IaC-шаблоны."
функция,2,SCA (Software Composition Analysis),"Анализ состава программного обеспечения — выявление open-source зависимостей в коде приложений и проверка их на наличие известных уязвимостей. SCA критичен для современной разработки, поскольку 70–90% кода приложений состоит из open-source компонентов.","Сканер анализирует файлы зависимостей (package.json, requirements.txt, pom.xml, Gemfile, go.mod, Cargo.toml) и lock-файлы для построения полного dependency tree, включая transitive dependencies. Каждая зависимость проверяется по базам CVE, vendor advisories, OSV (Open Source Vulnerabilities). Отображается: прямой путь уязвимости (какая зависимость вызывает проблему), reachable vulnerability analysis (используется ли уязвимый код), recommended version для upgrade, breaking changes. Поддерживается SBOM (Software Bill of Materials) generation.","Open-source зависимости — главный источник уязвимостей в современных приложениях: Log4j, Spring4Shell, Heartbleed затронули миллионы приложений. SCA выявляет уязвимые зависимости до production deployment, сокращая риски и затраты. SBOM generation обеспечивает compliance с требованиями Executive Order 14028 (US) и соответствующими регуляциями."
категория,3,Критерии (Security ecosystem),"Категория определяет возможности интеграции сканера уязвимостей с другими компонентами security ecosystem: SIEM для correlation и alerting, EDR/XDR для endpoint visibility, SOAR для автоматизации response, threat intelligence feeds для обогащения контекста. Интеграция в security ecosystem превращает сканер из изолированного инструмента в часть единой defensive architecture.","Сканер предоставляет bidirectional integrations через APIs, webhooks, message queues (Kafka, RabbitMQ), syslog и standardized formats (STIX/TAXII, OCSF). Интеграции включают: SIEM (Splunk, QRadar, Sentinel) — отправка scan results для correlation с security events, EDR/XDR (CrowdStrike, SentinelOne, Microsoft Defender) — correlation уязвимостей с endpoint activity, SOAR (Splunk SOAR, Palo Alto XSOAR) — automated playbooks, threat intelligence platforms — enrichment scan results. Корреляция данных из multiple sources повышает accuracy detection и снижает false positives.","Интеграция в security ecosystem обеспечивает unified visibility: команда безопасности видит уязвимости в контексте реальных угроз, endpoint activity и network traffic. Correlation с SIEM позволяет приоритизировать уязвимости на основе фактической активности злоумышленников в инфраструктуре. SOAR-интеграция автоматизирует response на критичные уязвимости, сокращая время реагирования с часов до минут."
функция,3,"SIEM integration (Splunk, QRadar, Sentinel)","Интеграция сканера уязвимостей с системами управления информацией о событиях безопасности (SIEM) для корреляции данных сканирования с security events, alerts и incidents. SIEM-интеграция обеспечивает единую точку visibility для команды SOC.","Сканер отправляет результаты сканирования в SIEM через: REST API, syslog (CEF, LEEF, RFC 5424), Splunk HEC, QRadar DSM, Azure Sentinel Data Connector. В SIEM данные сканирования коррелируются с: security events (попытки эксплуатации уязвимостей), IDS/IPS alerts, EDR telemetry, authentication logs, network traffic. Correlation rules выявляют: активную эксплуатацию выявленных уязвимостей, lateral movement через известные уязвимости, compromised assets. Dashboards в SIEM отображают vulnerability-related risk metrics.","SIEM-интеграция даёт SOC visibility уязвимостей в контексте реальных событий безопасности: аналитики видят, какие уязвимости активно эксплуатируются. Correlation scan data с security events приоритизирует remediation: уязвимости, связанные с active incidents, получают максимальный приоритет. Единый dashboard для vulnerability и security data упрощает reporting для руководства."
функция,2,"EDR/XDR integration (CrowdStrike, SentinelOne)",Интеграция сканера с Endpoint Detection and Response (EDR) и Extended Detection and Response (XDR) платформами для корреляции данных об уязвимостях с endpoint activity и threat detection. EDR/XDR-интеграция обогащает контекст уязвимостей данными о реальной активности на endpoint'ах.,"Сканер интегрируется с CrowdStrike Falcon, SentinelOne, Microsoft Defender for Endpoint, Palo Alto Cortex XDR через REST APIs. Bidirectional integration обеспечивает: отправку vulnerability data в EDR/XDR для correlation с endpoint telemetry, получение threat context из EDR (active threats, compromised assets, malicious behavior), correlation уязвимостей с MITRE ATT&CK techniques. EDR может использовать vulnerability data для приоритизации endpoint protection: усиление monitoring для уязвимых хостов, proactive threat hunting по уязвимым активам.",EDR/XDR correlation повышает accuracy threat detection: EDR знает об уязвимостях endpoint'а и может лучше приоритизировать alerts. Proactive threat hunting по уязвимым активам предотвращает эксплуатацию до выхода патча. Единый view vulnerability + endpoint data упрощает incident investigation и сокращает MTTR (Mean Time To Respond).
функция,2,"SOAR integration (Splunk SOAR, Palo Alto XSOAR)","Интеграция сканера с Security Orchestration, Automation and Response (SOAR) платформами для автоматизации response workflows на критичные уязвимости. SOAR-интеграция позволяет создавать automated playbooks для реагирования на уязвимости без участия человека.","Сканер интегрируется с Splunk SOAR, Palo Alto XSOAR (Demisto), Swimlane, IBM Resilient через REST APIs и webhooks. Automated playbooks включают: auto-isolation уязвимых хостов (через EDR или NAC), auto-ticketing в ITSM, auto-notification команды безопасности, auto-deployment emergency patches, auto-enrichment threat intelligence, auto-creation firewall rules для блокировки exploitation. Playbooks запускаются по triggers: новая Critical уязвимость, уязвимость в KEV, mass exploitation campaign detected.","SOAR-интеграция сокращает время response на критичные уязвимости с часов до минут, что критично при mass exploitation campaigns (Log4j, ProxyShell). Автоматизация рутинных response actions освобождает аналитиков SOC для работы на высокоинтеллектуальных задачах. Consistent automated response исключает human error и обеспечивает compliance с documented incident response procedures."
категория,3,Критерии (API),"Категория определяет возможности программного доступа к функциям сканера уязвимостей через REST API, позволяющие интегрировать сканирование в существующие процессы и инструменты организации. Comprehensive API — ключевой фактор интегрируемости сканера в enterprise-ландшафт и автоматизации Vulnerability Management.","Сканер предоставляет RESTful API с поддержкой: управления сканированиями (запуск, остановка, scheduling), получения результатов (vulnerabilities, assets, risk scores), управления assets (CRUD, tagging, custom fields), configuration (policies, scan templates, notification rules), reporting (export in JSON/XML/CSV/PDF), webhooks для real-time notifications. API поддерживает authentication (API keys, OAuth 2.0, SAML tokens), rate limiting, pagination, versioning и comprehensive documentation (OpenAPI/Swagger). SDK доступны для Python, Go, PowerShell.","Comprehensive API обеспечивает интеграцию сканера с любыми инструментами организации без vendor lock-in. Автоматизация через API сокращает manual effort на 50–70% для рутинных операций: запуск сканов, экспорт отчётов, создание тикетов. Custom integrations через API позволяют адаптировать Vulnerability Management под специфические процессы организации без ограничений out-of-the-box connectors."
функция,3,REST API coverage (полнота API),"Полнота и качество REST API, покрывающего все основные функции сканера уязвимостей. Comprehensive REST API позволяет полностью управлять сканером программно, интегрировать его в любые процессы и создавать кастомные automation workflows.","REST API покрывает: asset management (CRUD, import/export, tagging, custom fields), scan management (create, schedule, run, stop, templates), vulnerability data (list, filter, export, history, trends), remediation (tickets, SLA tracking, workflow status), reporting (pre-built and custom reports, scheduling, formats — JSON/XML/CSV/PDF), configuration (policies, users, roles, notifications, integrations), dashboards and analytics (KPIs, trends, comparisons). API follows REST conventions (HTTP methods, status codes, HATEOAS), supports filtering, sorting, pagination, bulk operations и async processing для больших выборок.","Полноценный REST API даёт организации flexibility: интеграция с proprietary systems, создание кастомных dashboards, автоматизация любых операций без ограничений vendor'овских connectors. Сокращает time-to-integration с месяцев до недель. Обеспечивает future-proofing: при смене инструментов или процессов API-интеграции легко адаптируются."
функция,2,API authentication & rate limiting,"Механизмы аутентификации и контроля нагрузки для API сканера, обеспечивающие безопасность доступа и стабильность работы. Надёжная аутентификация и rate limiting критичны для enterprise deployment, где API используется множеством систем и команд.","API поддерживает аутентификацию: API keys (для service-to-service), OAuth 2.0 / OIDC (для user delegated access), SAML-based SSO, certificate-based authentication (mTLS). Авторизация реализована через role-based access control (RBAC) с granular permissions (read-only, scan operator, admin). Rate limiting: tier-based limits (requests per minute/hour), per-API-endpoint limits, bulk operation quotas, concurrency limits для scan jobs. Monitoring: API usage analytics, audit log всех API calls, alerting на anomalous usage patterns.",Enterprise-grade authentication обеспечивает безопасность API-доступа и compliance с требованиями IAM. Rate limiting предотвращает accidental denial of service от poorly written integrations и обеспечивает fair usage между multiple consumers. Audit logging API calls даёт visibility и accountability для security и compliance audits.
функция,2,Webhooks (real-time notifications),Механизм push-уведомлений через webhooks для мгновенного оповещения внешних систем о критичных событиях сканирования. Webhooks обеспечивают real-time reaction на новые уязвимости без необходимости polling API.,"Сканер поддерживает configurable webhooks для events: новая Critical/High уязвимость обнаружена, scan completed, SLA breach, new KEV vulnerability detected, asset compliance status changed. Webhook payload включает: event type, timestamp, vulnerability details (CVE, CVSS, affected assets), contextual data (asset tags, ownership). Поддерживается: custom headers, authentication (Bearer token, HMAC signature), retry logic с exponential backoff, delivery status tracking, payload customization (JSON/XML). Integration с Slack, Microsoft Teams, PagerDuty, custom endpoints.","Webhooks обеспечивают real-time alerting: команда безопасности узнаёт о критичных уязвимостях в момент их обнаружения, а не при следующем polling. Push-модель сокращает latency реагирования с минут/часов до секунд. Интеграция с collaboration tools (Slack, Teams) встраивает security alerts в привычные каналы коммуникации команд."
