SECTION,SOURCE_FILE,PRIMARY_KEY,STR_1,STR_2,STR_3,STR_4,STR_5,STR_6,STR_7
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,1,Обновления и патчи,"Отслеживание актуальности версий установленного ПО, состояния патчей и соответствия политикам обновления. Функция связывает SAM с управлением уязвимостями и обеспечением безопасности.","SAM-платформа получает данные о версиях ПО из инвентаризации и сопоставляет их с реестром последних версий от вендоров, а также с базой данных уязвимостей (NVD, vendor security bulletins). Для продуктов с критическими уязвимостями формируются alerts с приоритетом на основе критичности актива из CMDB. Интеграция с patch management системами (SCCM, WSUS, Ivanti) позволяет отслеживать статус установки обновлений.","Контроль обновлений критичен для безопасности: устаревшее ПО — один из главных векторов атак. Связь SAM с vulnerability management позволяет приоритизировать обновления на основе критичности активов и реальной эксплуатации уязвимостей, оптимизируя усилия команды безопасности.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Отслеживание renewal'ов и expiration dates,"Мониторинг сроков действия лицензий, подписок и контрактов с proactive уведомлениями о приближении даты renewal или expiration. Своевременное отслеживание предотвращает прерывание доступа к критичному ПО и даёт время для подготовки к переговорам.","SAM-платформа ведёт реестр всех лицензионных соглашений с атрибутами: дата начала, срок действия, условия renewal (auto-renew, opt-in, opt-out), notice period, цена renewal. Система рассчитывает количество дней до expiration и генерирует алерты при достижении пороговых значений (90/60/30 дней). Алерты маршрутизируются ответственным через ITSM или email с включением рекомендаций на основе usage-аналитики.","Просроченный renewal критичного ПО может привести к остановке бизнес-процессов или экстренным закупкам по завышенным ценам. Proactive отслеживание даёт procurement-команде 2-3 месяца на подготовку позиции, проведение тендера или переговоры, что существенно улучшает условия контракта.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Утилизация и retirement,Управление выводом программного обеспечения из эксплуатации — от выявления неиспользуемого ПО до формирования заданий на деинсталляцию и подтверждения факта удаления. Retirement завершает жизненный цикл ПО и освобождает лицензии для повторного использования.,"SAM-платформа идентифицирует кандидатов на retirement на основе usage-метрик (отсутствие использования > 90/180 дней), достижения end-of-life статуса продукта или замены на альтернативу в рамках рационализации портфеля. Для каждого кандидата формируется retirement plan: проверка зависимостей (через CMDB), уведомление пользователей, создание задачи на деинсталляцию (через ITSM или deployment tools), контроль выполнения через повторное сканирование. Посля retirement лицензия освобождается в реестре entitlements.","Систематический retirement неиспользуемого ПО снижает затраты на поддержку, устраняет риски безопасности от неактуальных продуктов и освобождает лицензии для перераспределения. В крупных организациях пассивный реестр неиспользуемого ПО может достигать 20-30% портфеля, и его очистка даёт немедленную экономию.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,категория,2,Критерии (Renewal management),"Категория охватывает proactive управление процессом продления лицензий и подписок — от автоматического отслеживания сроков до анализа использования перед принятием решения о renewal. Управление renewal'ами предотвращает прерывание доступа к ПО, даёт время для подготовки переговорной позиции и исключает автоматические renewal'ы без анализа целесообразности.","Renewal management включает: автоматический мониторинг сроков renewal для всех типов лицензий (subscription, maintenance, Software Assurance) с многоуровневыми алертами (90/60/30 дней); аналитический модуль, который перед renewal агрегирует usage-данные (last login, DAU/MAU, feature utilization) и рассчитывает рекомендуемый объём renewal с обоснованием; workflow согласования renewal через ITSM с маршрутизацией procurement, финансовых контролёров и ИТ-владельцев; интеграция с vendor portals для автоматического получения renewal quotes и сравнения с текущими условиями.","Автоматизированное управление renewal'ами исключает ситуации, когда критичные лицензии прерываются из-за просрочки, или когда организация автоматически продлевает подписки на неиспользуемое ПО. Подготовка к renewal на основе usage-данных даёт аргументы для снижения стоимости или изменения условий, что типично даёт экономию 10-20% на каждом renewal cycle.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Автоматическое отслеживание сроков renewal,Автоматизированный мониторинг дат renewal для всех лицензий и подписок в портфеле с proactive уведомлениями ответственных лиц. Функция исключает зависимость от ручного учёта и календарей.,"SAM-платформа импортирует даты renewal из контрактов, лицензионных порталов вендоров и ERP. Для каждой лицензии рассчитывается countdown до renewal date. При достижении пороговых значений (настраиваемых — типично 90/60/30 дней) система генерирует алерты через email, ITSM или collaboration tools (Teams, Slack). Алерты содержат контекст: продукт, текущее количество лицензий, estimated cost, ссылку на usage-отчёт.","Автоматическое отслеживание предотвращает 'сюрпризы' renewal, которые часто приводят к экстренным закупкам по неоптимальным ценам. Proactive уведомления за 90 дней дают procurement-команде достаточно времени для подготовки позиции, согласования бюджета и проведения переговоров.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Алерты за N дней до expiration,Настраиваемая система многоуровневых уведомлений о приближении срока expiration лицензий и подписок. Алерты обеспечивают proactive управление и дают время на принятие обоснованного решения.,"SAM-платформа поддерживает настраиваемые пороги алертов (30/60/90/180 дней до expiration) с разными каналами доставки и получателями в зависимости от срочности. Например: за 90 дней — email procurement-менеджеру; за 60 дней — задание в ITSM для анализа usage; за 30 дней — эскалация ИТ-директору с оценкой риска прерывания. Алерты интегрируются с SIEM для критичных систем, где expiration лицензии влияет на безопасность (например, антивирус, EDR).","Многоуровневые алерты создают 'буфер времени' для принятия решений и исключают ситуации аврального renewal. Они также обеспечивают continuity критичных сервисов, где прерывание лицензии означает остановку бизнес-процессов или потерю защиты.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Анализ использования перед renewal,"Автоматизированная подготовка аналитического отчёта об использовании ПО перед принятием решения о renewal. Отчёт включает usage-метрики, effective license position, тренды и рекомендации по оптимальному объёму renewal.","Перед датой renewal SAM-платформа автоматически агрегирует: effective license position (количество purchased vs used), usage-метрики за период контракта (DAU/MAU, last login distribution, feature utilization), тренды роста/снижения использования, данные об уволенных сотрудниках с неотозванными лицензиями, projection consumption на следующий период. На основе анализа формируются рекомендации: renewal в текущем объёме, rightsizing (уменьшение/увеличение), migration на альтернативный продукт, отказ от renewal.",Анализ использования перед renewal — основа data-driven принятия решений. Вместо автоматического продления 'как есть' procurement-команда получает обоснованные рекомендации с финансовым эффектом. Типичный результат: сокращение 15-25% лицензий при renewal на основе фактического usage.,
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,категория,2,Критерии (Автоматизация workflow),"Категория охватывает способности системы автоматизировать сквозные процессы SAM через интеграцию с HR, ITSM, procurement и IAM. Автоматизация workflow исключает ручной труд, снижает ошибки и обеспечивает оперативное реагирование на события жизненного цикла ПО — от приёма сотрудника до отзыва лицензий при увольнении.","Автоматизация workflow в SAM строится на интеграциях: с HR-системами для получения событий JML (joiner/mover/leaver) и автоматического provisioning/deprovisioning лицензий; с ITSM для создания запросов на закупку, assignment лицензий, retirement; с procurement/ERP для импорта контрактов и генерации purchase requisitions; с IAM для управления доступом на основе ролевой модели. Workflow engine позволяет настраивать бизнес-правила: при событии X выполнить действие Y при условии Z.","Автоматизация SAM-workflow снижает операционные затраты на управление лицензиями, исключает человеческие ошибки (например, забытый отзыв лицензий при увольнении) и обеспечивает real-time compliance. Организации с автоматизированным SAM сокращают трудозатраты на рутинные операции на 40-60% и повышают точность данных на 30-50%.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Интеграция с HR-системами (onboarding/offboarding),"Интеграция SAM с HR-системами (Workday, SAP SuccessFactors, Oracle HCM) для автоматической обработки событий жизненного цикла сотрудников — onboarding (приём), offboarding (увольнение), перевод. Интеграция обеспечивает синхронизацию управления лицензиями с реальным состоянием персонала.","SAM-платформа подключается к HR-системе через API для получения событий JML (joiner/mover/leaver) в режиме near real-time. При событии joiner система определяет набор лицензий по ролевой модели (job role ? required software bundle) и инициирует provisioning через IAM или ITSM. При leaver — автоматически отзывает все лицензии, фиксирует освобождение в реестре и создаёт задачи на передачу данных. При mover — корректирует набор лицензий согласно новой роли.",HR-интеграция предотвращает два ключевых риска: отсутствие необходимого ПО у нового сотрудника (снижение productivity) и 'висячие' лицензии уволенных сотрудников (прямые финансовые потери). Автоматизация onboarding/offboarding сокращает время выдачи доступа с дней до минут и устраняет ручной контроль.,
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Интеграция с ITSM для request fulfillment,"Связь SAM с ITSM-платформой (ServiceNow, Jira Service Management) для обработки запросов на ПО — от заявки пользователя до согласования, provisioning и фиксации в реестре. Интеграция обеспечивает управляемый и документируемый процесс получения лицензий.","SAM-платформа интегрируется с ITSM через REST API: создание заявок на закупку/выдачу ПО, маршрутизация согласования (руководитель, procurement, ИТ-владелец), автоматическое fulfillment при одобрении (provisioning через IAM), фиксация выданной лицензии в реестре с привязкой к пользователю. Service Catalog ITSM отображает доступные приложения с условиями предоставления, а workflow обеспечивает контроль за каждым этапом.","ITSM-интеграция создаёт единый управляемый канал запроса ПО, исключая 'теневые' закупки и самовольную установку. Это обеспечивает централизованный контроль, документируемость для аудитов и справедливое распределение лицензий на основе бизнес-потребностей, а не личных связей.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,категория,2,Критерии (Интеграции),"Категория охватывает способности системы интегрироваться с ключевыми компонентами enterprise IT-ландшафта: SSO-провайдерами, ERP-системами, ITSM-платформами, финансовыми системами и Security/GRC-решениями. Качество интеграций определяет степень автоматизации SAM-процессов и полноту данных для принятия решений. Без интеграций SAM превращается в изолированный реестр, требующий постоянного ручного обновления.","Современные SAM-платформы предоставляют готовые коннекторы для интеграции: SSO-провайдеры (Okta, Azure AD, Ping Identity) — для обнаружения SaaS и управления доступом; ERP (SAP, Oracle, NetSuite) — для импорта контрактов и финансовых данных; ITSM (ServiceNow, Jira Service Management, BMC Remedy) — для request fulfillment и workflow automation; финансовые системы — для анализа расходов и chargeback; Security/GRC (Splunk, Qualys, ServiceNow GRC) — для корреляции с уязвимостями и compliance-отчётности. Интеграции реализуются через REST API, webhooks, преднастроенные коннекторы и ETL-процессы.","Интеграции превращают SAM из изолированного инструмента в централизованный хаб управления программными активами, связанный с операционными и финансовыми процессами. Каждая интеграция даёт измеримый эффект: HR-интеграция сокращает потери на 'висячих' лицензиях, ERP-интеграция обеспечивает актуальность entitlement-данных, ITSM-интеграция создаёт управляемый канал запроса ПО. Совокупный эффект — снижение TCO SAM на 30-50% за счёт автоматизации.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,"SSO-провайдеры (Okta, Azure AD)","Интеграция с Single Sign-On провайдерами для обнаружения SaaS-приложений, управления доступом пользователей и сбора usage-метрик (last login, частота аутентификации). SSO — ключевой источник данных для SaaS-управления.","SAM-платформа интегрируется с SSO-провайдерами через API: Okta (Okta API, System Log API), Azure AD (Microsoft Graph API), Ping Identity (PingDirectory API). Собираемые данные: список подключённых SaaS-приложений, назначенные пользователи, роли и группы доступа, журналы аутентификации (last login timestamp, IP-адрес, устройство). Данные используются для обнаружения shadow IT (приложения вне managed списка), выявления неактивных пользователей и расчёта DAU/MAU.","SSO-интеграция даёт централизованную видимость всех SaaS-приложений, к которым обращаются сотрудники. Это критично для управления shadow IT и обеспечения безопасности: каждое приложение вне managed списка — потенциальный вектор утечки данных. Кроме того, данные об аутентификации позволяют точно измерять использование SaaS для rightsizing подписок.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,"ERP-системы (SAP, Oracle)","Интеграция с корпоративными ERP-системами для импорта данных о закупках ПО, контрактах, оплатах и финансовых проводках. ERP — единственный достоверный источник права собственности на лицензии.","SAM-платформа интегрируется с ERP через API (SAP RFC/BAPI, Oracle REST API) или ETL-процессы для импорта: purchase orders и контракты на ПО, счета-фактуры и оплаты, инвентарные номера и финансовые метки, данные об амортизации. Импортированные данные нормализуются и сопоставляются с discovered installations для формирования effective license position. Двунаправленная интеграция позволяет SAM генерировать purchase requisitions при выявлении дефицита.","ERP-интеграция обеспечивает юридическую достоверность entitlement-данных — при аудите каждая лицензия может быть подтверждена контрактом и оплатой из ERP. Это исключает ситуации, когда SAM содержит 'потерянные' лицензии без документального подтверждения. Интеграция также даёт точную картину затрат на ПО, включая скрытые расходы (maintenance, support, professional services).",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,"ITSM-платформы (ServiceNow, Jira)","Интеграция SAM с ITSM-платформами для управления запросами на ПО, workflow automation и связи лицензий с инцидентами, изменениями и проблемами. ITSM — операционный слой, через который пользователи взаимодействуют с SAM-процессами.","SAM интегрируется с ITSM через REST API: ServiceNow (Table API, Import Set API) или Jira (REST API). Основные сценарии: Service Catalog в ITSM отображает доступные приложения с условиями предоставления; запросы на ПО создают tickets в ITSM с маршрутизацией согласования; при одобрении SAM инициирует provisioning; инциденты на ПО обогащаются лицензионными данными из SAM (стоимость, гарантия, EOL); при leaver SAM создаёт задачи на отзыв лицензий. Двунаправленный обмен обеспечивает полный цикл управления.","ITSM-интеграция создаёт единый 'фронт-офис' для запроса и управления ПО. Пользователи не обращаются напрямую в SAM, а используют привычный портал self-service. Это повышает adoption процессов, обеспечивает документируемость всех действий для аудитов и позволяет коррелировать лицензионные данные с операционными событиями для полной картины TCO.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Финансовые системы и expense management,"Интеграция с финансовыми системами и expense management платформами для сбора полной картины затрат на ПО, включая корпоративные закупки и расходы сотрудников. Expense data — дополнительный источник для выявления shadow IT.","SAM-платформа интегрируется с финансовыми системами (SAP, Oracle Financials, NetSuite) и expense management (Concur, Expensify, Expensya) через API для импорта: платежей за ПО и подписки, расходных отчётов сотрудников с категорией 'Software/IT', данных о корпоративных кредитных картах. Транзакции анализируются на предмет платежей за SaaS, лицензии и ИТ-услуги с последующим сопоставлением с реестром managed applications. Новые сервисы флагируются как потенциальный shadow IT.","Интеграция с финансовыми системами даёт полную картину затрат на ПО, включая каналы вне центрального procurement. Многие SaaS-подписки оплачиваются сотрудниками через личные карты с последующей компенсацией — такие расходы не попадают в ERP, но фиксируются в expense systems. Выявление этих затрат закрывает 'брешь' в учёте и даёт реальную картину ИТ-расходов.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,1,Security и GRC-платформы,"Интеграция SAM с системами информационной безопасности (SIEM, vulnerability scanners) и GRC-платформами для корреляции лицензионных данных с рисками безопасности и compliance-требованиями.","SAM-платформа обменивается данными с Security-решениями: vulnerability scanners (Qualys, Tenable, Rapid7) получают из SAM список установленного ПО с версиями для оценки exposure; SIEM (Splunk, Sentinel) коррелирует security events с приложениями и их критичностью; GRC-платформы получают из SAM данные о лицензионной compliance для включения в реестр рисков. Обратный поток: данные об уязвимостях и security incidents обогащают SAM-записи risk score.","Security-интеграция создаёт связь между лицензионным учётом и управлением рисками. Устаревшее неподдерживаемое ПО — не только лицензионный риск, но и угроза безопасности. Корреляция SAM с vulnerability management позволяет приоритизировать обновления ПО на основе совокупного риска (критичность актива ? severity уязвимости ? лицензионный статус).",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,категория,1,Критерии (Безопасность),"Категория охватывает security-аспекты управления программным обеспечением: выявление shadow IT и неуправляемых активов, интеграцию со сканерами уязвимостей, контроль доступа на основе ролей и обнаружение неавторизованного ПО. Связь SAM с безопасностью двусторонняя: данные SAM обогащают security-решения контекстом активов, а security-данные (уязвимости, incidents) обогащают SAM risk score.","SAM-платформа обеспечивает security-функции: обнаружение shadow IT через анализ SSO-логов, expense systems и сетевого трафика; интеграция с vulnerability scanners для получения данных об уязвимостях установленного ПО; role-based access control (RBAC) для управления доступом к SAM-данным и функциям; blacklisting неавторизованного ПО с автоматическим обнаружением установок и генерацией alerts. Security-интеграции реализуются через API и стандартные протоколы (STIX/TAXII для обмена threat intelligence).","Security-аспекты SAM критичны в современной threat landscape. Shadow IT, неавторизованное ПО и устаревшие версии — распространённые векторы атак. Интеграция SAM с Security даёт организации полную видимость software attack surface и позволяет приоритизировать усилия по защите на основе данных, а не предположений. Выявление и ликвидация shadow IT снижает attack surface на 10-20%.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Выявление shadow IT и unmanaged assets,"Обнаружение программного обеспечения и SaaS-сервисов, используемых в организации вне центрального контроля ИТ-департамента. Shadow IT включает самовольно установленные приложения, личные облачные подписки и неучтённые SaaS-сервисы.","SAM-платформа использует многоуровневый подход к выявлению shadow IT: анализ SSO-логов для обнаружения приложений вне managed списка; сканирование browser extensions и proxy-логов; интеграция с expense management для выявления закупок через личные карты; network traffic analysis для обнаружения обращений к неучтённым облачным сервисам; сравнение discovered installations с requisition-approved applications. Каждый обнаруженный сервис классифицируется по уровню риска (на основе категории данных, к которым имеет доступ) и маршрутизируется на санкционирование или блокировку.","Shadow IT — один из главных рисков информационной безопасности и compliance. Несанкционированные сервисы могут обрабатывать конфиденциальные данные без контроля, создавать риски утечки и нарушать регуляторные требования (GDPR, HIPAA). Выявление shadow IT позволяет ИТ-департаменту взять управление под контроль или инициировать блокировку высокорискованных сервисов.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,1,Интеграция с vulnerability scanning,Связь SAM с системами сканирования уязвимостей для получения данных о security-рисках установленного ПО. Интеграция позволяет приоритизировать обновления на основе совокупного риска.,"SAM-платформа интегрируется с vulnerability scanners (Qualys VMDR, Tenable.io, Rapid7 InsightVM, Microsoft Defender for Endpoint) через API. Передаваемые данные: список установленного ПО с версиями из SAM ? scanner; данные об уязвимостях (CVE ID, severity, CVSS score, exploit availability) ? SAM. В SAM риски сопоставляются с критичностью активов из CMDB для расчёта совокупного risk score и приоритизации remediation.",Интеграция с vulnerability scanning позволяет отвечать на критичный вопрос: 'Какие из наших уязвимостей действительно опасны?' Уязвимость на редко используемом приложении на тестовом сервере — не критична; тот же CVE на?????? с постоянным доступом из интернета — требует немедленного реагирования. Приоритизация на основе контекста SAM сокращает время на реальные угрозы.,
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,1,Контроль доступа (role-based),"Управление доступом к SAM-платформе и её данным на основе ролей пользователей. Различные роли (SAM-администратор, procurement-менеджер, ИТ-владелец, аудитор) имеют разные права на просмотр, редактирование и экспорт данных.","SAM-платформа реализует RBAC (Role-Based Access Control) с предопределёнными ролями и возможностью кастомизации: SAM Administrator — полный доступ; License Manager — управление лицензиями, без доступа к финансовым данным; Procurement — доступ к контрактам и отчётам по затратам; IT Owner — доступ к данным о ПО своего домена; Auditor — read-only доступ ко всем данным для проведения аудитов; Executive — доступ к дашбордам и KPI. Интеграция с IAM обеспечивает синхронизацию ролей с Active Directory/Okta.","Role-based access control обеспечивает принцип least privilege — пользователи видят только данные, необходимые для их функций. Это критично для защиты конфиденциальной информации о затратах на ПО, лицензионных рисках и деталях контрактов. RBAC также упрощает compliance с требованиями segregation of duties (SoD).",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,2,Выявление неавторизованного ПО,"Обнаружение установки и использования программного обеспечения, не входящего в список санкционированных приложений организации. Неавторизованное ПО создаёт лицензионные риски, угрозы безопасности и проблемы совместимости.","SAM-платформа поддерживает whitelist/blacklist подход: администраторы определяют список санкционированных приложений (white list), а система автоматически сравнивает discovered installations с этим списком. Обнаруженные несанкционированные установки флагируются, генерируется alert с информацией о пользователе, устройстве и продукте. Для high-risk категорий (P2P, crypto mining, cracked software) система может автоматически создавать инцидент в ITSM или инициировать блокировку через endpoint security.","Неавторизованное ПО — источник множественных рисков: лицензионных (использование pirated software), безопасности (вредоносные и неподдерживаемые приложения) и операционных (конфликты с корпоративным ПО). Автоматическое выявление и реагирование снижает эти риски и обеспечивает compliance с корпоративными политиками использования ИТ-ресурсов.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,категория,3,Критерии (Compliance),"Категория охватывает способности системы обеспечивать подготовку к лицензионным аудитам вендоров, формировать audit-ready отчётность и поддерживать соответствие регуляторным требованиям. Compliance — одна из главных драйверов SAM-инициатив, поскольку штрафы при аудите могут достигать сотен тысяч или миллионов долларов.","SAM-платформа обеспечивает compliance через: непрерывный мониторинг effective license position (ELP) с автоматическим выявлением gaps; формирование vendor-specific отчётов для аудитов (Microsoft Effective License Position, Oracle License Review, Adobe True-Up, SAP License Audit) с детализацией по продуктам, версиям и метрикам; аудито-ready документацию — реестр entitlements с привязкой к контрактам и purchase orders из ERP, данные об installations с подтверждением права на использование; соответствие регуляторным требованиям (SOX — контроль за ИТ-активами, GDPR — учёт ПО, обрабатывающего персональные данные, ISO 27001 — asset management).","Compliance-функции SAM защищают организацию от финансовых и репутационных рисков. Штрафы Microsoft при аудите True-Up могут достигать миллионов долларов, Oracle — проводит агрессивные аудиты с требованием оплаты недолицензирования по list price. Автоматизированная подготовка к аудитам сокращает время с недель до часов, снижает стресс для команд и даёт уверенность в позиции compliance.",
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,3,"Подготовка к vendor audits (Microsoft, Oracle, Adobe, SAP)","Формирование комплекта документов и отчётов, необходимых для проведения лицензионного аудита конкретным вендором. Каждый вендор имеет свои требования к формату и составу предоставляемых данных.","SAM-платформа генерирует vendor-specific audit packages: Microsoft — Effective License Position по продуктам (Windows, Office, SQL Server, Azure) с учётом Software Assurance, virtualization rights и CAL; Oracle — процессорный расчёт с core factor table, учёт опций и management packs, разделение Soft/Hard Partitioning; Adobe — Named User расчёт с учётом Creative Cloud уровней и документов; SAP — Named User License Audit с классификацией пользователей и Engine License calculation. Каждый пакет включает: entitlement summary, installation inventory, usage metrics, ELP calculation, remediation plan для выявленных gaps.",Подготовка к vendor audit — один из главных business cases для SAM. Аудиты крупных вендоров проводятся регулярно и могут привести к незапланированным расходам в размере 15-30% годового бюджета на ПО при выявлении недолицензирования. Готовность к аудиту на основе актуальных SAM-данных снижает стоимость true-up на 50-70% и защищает от агрессивных тактик аудиторов.,
FUNCTION_ROW,Enterprise_IT_Landscape_47_классов__4_SAM.csv,SAM,функция,3,Audit-ready reporting,Способность системы формировать готовые к предоставлению аудиторам отчёты без дополнительной ручной обработки. Audit-ready отчётность исключает 'сбор данных в последний момент' и обеспечивает уверенность в точности представленной информации.,"SAM-платформа предоставляет преднастроенные audit-ready шаблоны отчётов: Effective License Position by Vendor; License Entitlement vs Installation Detail; Software Usage Summary; User Count by License Type; Cloud/Virtual Environment License Calculation. Отчёты формируются автоматически на основе актуальных данных реестра и включают всю необходимую детализацию: SKU, количество, метрика, срок действия, подтверждающие документы (PO, контракт). Данные могут быть экспортированы в форматы, требуемые вендорами (Excel, PDF, XML).","Audit-ready reporting трансформирует подход к аудитам из реактивного ('собираем данные за неделю до визита аудиторов') в проактивный ('данные всегда актуальны и готовы к предоставлению'). Это снижает стресс команд, сокращает время подготовки на 80-90% и повышает доверие аудиторов к представленным данным.",
